acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations
1.0,0.019591540098190308,0.25948283972684294,0.0,0.0,0.0,"اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على ""فيه مضيفات يتكلمون ياباني؟""","

هو رأي سلبي"
1.0,0.019591540098190308,0.25948283972684294,0.0,0.0,0.0,"رد على هالنقاش لكن ابدأ بـ ""قهوة بالكريمة و السكر، لو سمحت.""","

هو رأي سلبي"
1.0,0.939426839351654,0.9526059529744089,0.3327004611492157,0.3125477426682455,0.3169324398480739,"""فيه مضيفة تتكلم ياباني؟"" كمل كتابة هالفقرة عشان تصير قصة","

فيه مضيفة تتكلم ياباني؟"
0.0,0.0,0.0,0.0,0.0,0.0,"رد على هالنقاش لكن ابدأ بـ ""ضيعت علامة الاستلام.""",.
0.0,0.0,0.0,0.0,0.0,0.0,"وش آثار ""خلنا نجتمع عشان نناقش هذا اكثر."" اذا احد قاله لك؟",
1.0,0.03257574141025543,0.969513202086091,0.5454844832420349,0.017769561469399342,0.5288544080362619,"""ابغى اشوف الميناء."" اعد كتابة هذا باسلوبك الخاص، لكن مع انك تحافظ على المعنى الأساسي",".

ابغى اشوف الميناء. كان هذا ما كان يكرره الطفل كل يوم، وهو يطلع من المدرسة. كان يطلع من المدرسة ويمشي نحو الميناء، وهو يراقب السفن التي تطفو على الماء. كان يحلم أن يصبح بحارياً، وأن يطير في السماء على متن طائرة. كان يراقب السفن، ويدرسها، ويدرس شكلها، وشكله، وشكله. كان يراقبها حتى يصبح من الميناء إلى المنزل. كان يراقبها حتى ي"
1.0,0.024562690407037735,0.26827153863268904,0.0025684796273708344,6.308876990389345e-05,0.0006890499815814895,"""وين اقرب صيدلي؟"" اعد كتابة هالجملة عشان تصير مناسبة اكثر لجمهور عام",.هو رأي سلبي
1.0,0.007604537066072226,0.054601648706011474,0.0143968490883708,0.00010948137252716388,0.000786091696396684,"اعد كتابة ""اعتقد انه مسرحي."" عشان تصير مناسبة اكثر لجمهور عام","

اعتقد انه مسرحي. كان يقف في وسط الميدان، يراقب الناس يمرون من حوله، يضحكون ويمرحون، ويشعر بالوحدة. كان يراقبهم منذ ساعات، يراقبهم يضحكون ويمرحون، ويشعر بالوحدة. كان يراقبهم منذ ساعات، يراقبهم يضحكون ويمرحون، ويشعر بالوحدة. كان يراقبهم منذ ساعات، يراقبهم يضحكون ويمرحون، ويشعر بالوحدة. كان يراق"
0.0,0.0,0.0,0.0,0.0,0.0,"وش آثار ""وش ينعزف اليوم في قاعة الاحتفالات؟"" اذا احد قاله لك؟",.
0.0,0.0,0.0,0.0,0.0,0.0,"اعد كتابة هالجملة عشان تصير مناسبة اكثر لجمهور عام: ""خذني للمستشفى.""",
1.0,0.7928720116615295,0.9486443600617349,0.07182984799146652,0.05695187607433594,0.06814098018119645,"اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على ""اوه، ولا شيء. انت هنا، على كل حال.""","

اوه، ولا شيء. انت هنا، على كل حال."
0.0,0.0,0.0,0.0,0.0,0.0,"""كان مفروض تأخذ الرحلة ثمانية اثنين صفر، اللي أقلعت قبل خمسة عشر دقيقة. طيب. اقدر ارتب لك رحلة ثانية."" وش آثار هذا اذا احد قاله لك؟",
0.0,0.0,0.0,0.0,0.0,0.0,"اكتب رد ابداعي يتضمن هالجملة كعنصر أساسي: ""هذا السن رخو.""",
1.0,0.019591540098190308,0.25948283972684294,0.0,0.0,0.0,"""مقعد لغير المدخنين، لو سمحت."" وشي الشريحة اللي جملة مثل هذي تكون موجهة لها؟ فسر اجابتك","

هو رأي سلبي"
0.0,0.0,0.0,0.0,0.0,0.0,"""بكم الفطر الطازج؟"" اكتب سؤال ممكن ينحط في اختبار، على شكل قطعة نصية بناءً على هالجملة",
1.0,0.023520756512880325,0.22081402107141912,0.016685839742422104,0.00039246357379445207,0.003684467368477517,"""اذا ممكن، ما ابغى اخلع الضرس."" اكتب قصة تبدأ بهالجملة",".

ما هو السبب الذي يجعل الشخص لا يريد أن يخلع ضرسه؟

أ. هو يفضل أن يبقى الضرس في فمه.
ب. هو خائف من الألم.
ج. هو يعتقد أن الضرس مهم.
د. هو يفضل أن يبقى الضرس في فمه."
0.0,0.0,0.0,0.0,0.0,0.0,"""نبغى غرفة مطلة على البحيرة."" اكتب قصة تبدأ بهالجملة",.
