acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations
1.0,0.0013817732688039541,0.997384612535825,0.9440407752990723,0.0013044503079692182,0.941571742889685,"عاود اكتب هاد الفراز باش تكون بلو ابروبري: ""هز الشبة و الحرمل""", بزاف منا كاينين كيحاولو يبداو حياتهم من جديد، و كيحاولو يفهمو كيفاش كيبداو شي حاجة جديدة، و كيحاولو يفهمو كيفاش كيبداو شي حاجة جديدة، و كيحاولو يفهمو كيفاش كيبداو شي حاجة جديدة، و كيحاولو يفهمو كيفاش كيبداو شي حاجة جديدة، و كيحاولو يفهمو كيفاش كيبداو شي حاجة جديدة، و
1.0,0.2857065200805664,0.8860650882124901,0.6624141335487366,0.1892560369483931,0.5869420376760615,"""ما نديرك بعيدة ما نبكي عليك"" كما هاد الباساج حكاية","
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة ما نبكي عليك
ما نديرك بعيدة"
1.0,0.7699061632156372,0.9367675986140966,0.029575515538454056,0.022770371693335623,0.027705384668731507,"اكتب ريبونس تكون فيهاهاد الفراز هي الصح: ""رجعت غمة في فؤادي"""," وبالعربي ""رجعت الغمة في فؤادي"" وبالانجليزي ""The pain returned to my heart""."
1.0,0.009307443164288998,0.9823083844967186,0.010304588824510574,9.590937481549974e-05,0.010122284001107923,"ريبوندي علا هاد سوجي: ""لا بعدوك علي لجبال غارقة""","!
مغني غناية وطنية مغربي يعتبر من أشهر مغنيين الموريتانيين. ولد عام 1966 في مدينة أتار في موريتانيا. بدأ حياته الفنية في عام 1983 بمشاركته في أول مهرجان غناية وطنية في موريتانيا. وفي عام 1985 انتقل إلى الدار البيضاء في المغرب حيث عمل في مجال الموسيقى. وفي عام 1987 أصدر أول ألبوم له في المغرب تحت اسم ""ساكاتو"". وفي عام 1990 أطلق ألب"
1.0,0.9779505133628845,0.9949048099224456,0.9825575351715088,0.9608926459295475,0.9775512177676766,"""ارضي و ارض جدادي"" واش من لديونس يوالمها هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك", واش هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك واش هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك واش هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك واش هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك واش هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك واش هاد النوع تاع لي فراز. ب
1.0,0.001401563175022602,0.009578695287927985,0.9088761806488037,0.0012738473854525534,0.00870584798889068,"""يانا محر علي و انتيا لا"" اكتب ريبونس تكون فيهاهاد الفراز هي الصح","يه
""يانا محر علي و انتيا لا"" اكتب ريبونس تكون فيهاهاد الفراز هي الصحيه
Post  by yara on Sat Feb 13, 2010 6:18 pm
محر علي و انتيا لا
ياللي كتيرين معي
علي اللي معي
و انتيا لا
ياللي كتيرين معي
علي اللي معي
و انتيا لا
ياللي كتيرين معي
علي اللي معي
و انتيا لا
يال"
1.0,0.97520512342453,0.9943040161160752,0.9149364829063416,0.8922507457382842,0.9097250194448923,"""وصي تاني على الناس"" خرج كيستيون تاع اكزامان من هاد الفراز",ة واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب على جدار دير واش كان مكتوب
0.0,0.0,0.0,0.0,0.0,0.0,"""ناس عذوك لايام اذا راك شافي"" واش من لديونس يوالمها هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك",". والله لا ناس تاع لعيون والله يفرحك.
The new album of the band ""The Sore Thumbs"" is called ""The Sore Thumbs"" and it was released in 2015. The album consists of 9 tracks."
1.0,0.0007012215792201459,0.9969075728440657,0.9923102855682373,0.0006958293855225534,0.9892416382940332,"واش هوما لي امبليكاسيون تاع هادي لوكان قالهالك كاش واحد: ""دعوتي القليله يانا ذيك المبلية""",". هادّ لي قالهالك هوما كايقولو ""دعوتي القليله يانا"" و هادّ لي قالهالك كايقولو ""مبلية"" هوما كايقولو ""دعوتي"" و هادّ لي قالهالك كايقولو ""القليله"" هوما كايقولو ""مبلية"" و هادّ لي قالهالك كايقولو ""انا"" هوما كايقولو ""القليله"" و هادّ لي قالهالك كايقولو ""يانا"""
1.0,0.23245908319950104,0.9154242221266031,0.42028167843818665,0.09769829365528837,0.38473602855834016,"""اااه سيدي عبد الرحمن تدير مجهودك و تحسن"" كما هاد الباساج حكاية"," كتير
""اه سيدي عبد الرحمن تدير مجهودك و تحسن"" كلام الباساج حكاية كتير
 عبد الرحمن ناصيف ناصيف - 25/10/2017
أهلا وسهلا بكم في مدونة ""ناصيف"" ومرحبا بكم في كل من يزورني لأول مرة
وأنا سعيد بوجودكم هنا وإن شاء الله سوف أكون سعيد بوجودكم في كل مرة
هذا المدونة خاصتي وكل ما فيه هو مني و"
1.0,0.0007951578008942306,0.9963375737570459,0.9957065582275391,0.0007917438371761731,0.992059856398405,"واش هوما لي امبليكاسيون تاع هادي لوكان قالهالك كاش واحد: ""وصي اللي يتهولوا في بلادي"""," واش غي لي لي كيروحو في هاد لبلاد
واش هوما لي امبليكاسيون تاع هادي لوكان قالهالك كاش واحد: ""وصي اللي يتهولوا في بلادي"" واش غي لي لي كيروحو في هاد لبلاد
واش هوما لي امبليكاسيون تاع هادي لوكان قالهالك كاش واحد: ""وصي اللي يتهولوا في بلادي"" واش غي لي لي كيروحو في هاد لبل"
1.0,0.45293694734573364,0.8275276692584157,0.0,0.0,0.0,"قول ""ادي ادي، ادي ادي، ادي ادي، ادي ادي الزين ادي واه"" بكلمات وحدوخرين، و غاردي نفس المعنى","، و لاتكتبوها.
اللهم أطهر قلوبنا من كل داء و أشفى أجسادنا من كل عار و أنقذنا من كل ضيق و استغفر لنا ذنوبنا و أرحنا من أذى عذابك و أهله و اجعلنا من عبادك الصالحين و المطيعين.
أيها المسلمون أهل الحق، أهل الإيمان، أهل النور، أهل الجنة، أهل السعادة، أهل السلام، أهل البشرى، أ"
0.0,0.0,0.0,0.0,0.0,0.0,"عاود اكتب ""وعدي على الطحطاحة وعدي"" باش تكون بلو ابروبري","شنات. يلا ابعدي ليك. وعدي على الطحطاحة وعدي.
I write ""I promise on the Al-Tahatah and I promise"" to be a blue aperitif. Come on, let me go. I promise on the Al-Tahatah and I promise.
I write ""I promise on the Al-Tahatah and I promise"" to be a blue aperitif. Come on, let me go. I promise on the Al-Tahatah and I promise.
I write ""I promise on the Al-Tahatah and I promise"" to"
1.0,0.23847799003124237,0.9927029546815902,0.996780514717102,0.2377102136520417,0.9895069621287035,"عاود اكتب هاد الفراز باش تكون بلو ابروبري: ""ادي ادي واه، ادي ادي، ادي ادي ادي هالزين ادي ايييه"""," واش هاد الفراز لاقي بلو ابروبري
اكتب هاد الفراز باش تكون بلو ابروبري: ""ادي ادي واه، ادي ادي، ادي ادي ادي هالزين ادي ايييه"" واش هاد الفراز لاقي بلو ابروبري
اكتب هاد الفراز باش تكون بلو ابروبري: ""ادي ادي واه، ادي ادي، ادي ادي ادي هالزين ادي ايييه"" واش هاد الفراز"
0.0,0.0,0.0,0.0,0.0,0.0,"""عبد القادر يا بو علم ضاق الحال علي"" اكتب ريبونس تكون فيهاهاد الفراز هي الصح","
سُئل مايو 29، 2016 في تصنيف التعليم بواسطة احمد
سُئل مايو 29، 2016 في تصنيف التعليم بواسطة احمد
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" القادر
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" بو
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w"
0.0,0.0,0.0,0.0,0.0,0.0,"""دي دي دي ديوا هالزين ديوا"" واش من لديونس يوالمها هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك"," بلي كاينة.
كاينة ف لفراز ديال ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديدو ديد"
0.0,0.0,0.0,0.0,0.0,0.0,"""ادي ادي واه، ادي ادي، ادي ادي ادي هالزين ادي ايييه"" عاود اكتبها باش تكون بلو ابروبري للغاشي","غ.
""ادي ادي واه، ادي ادي، ادي ادي ادي هالزين ادي ايييه"" عاود اكتبها باش تكون بلو ابروبري للغاشيغ.
""ادي ادي واه، ادي ادي، ادي ادي ادي هالزين ادي ايييه"" عاود اكتبها باش تكون بلو ابروبري للغاشيغ.
""ادي ادي واه، ادي ادي، ادي ادي ادي هالزين ادي ايييه"""
1.0,0.16087190806865692,0.9781442582607269,0.989586353302002,0.1591966448543971,0.9679582095355244,"عاود اكتب هاد الفراز باش تكون بلو ابروبري: ""تركوا دينهم و تبعوا الكاس"""," و هو كمل بالفراز اللي بعدها: ""ماعرفش ناس كاينين شوية منهم"" و هو كمل بالفراز اللي بعدها: ""ماعرفش ناس كاينين شوية منهم"" و هو كمل بالفراز اللي بعدها: ""ماعرفش ناس كاينين شوية منهم"" و هو كمل بالفراز اللي بعدها: ""ماعرفش ناس كاينين شوية منهم"" و هو كمل بالفراز اللي بعدها: ""ماع"
