estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,from_cache,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,عندما سافرت إلى الخارج في البداية، ربما كان الناس صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد بحاجة إلى التكيف.,['عندما تسافر لأول مرة، يكون الناس صبورين ويفهمون أن الأشخاص الذين يأتون إلى بلد جديد يحتاجون إلى وقت للتأقلم.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c05a4790>,14.441821847235818,30.11100742818209,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلما تسافر أول مرة، الناس بتكون صبورة وبتتفهم إنه الأشخاص اللي بيجوا على بلد جديد يبحتاجوا وقت ليتأقلموا.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,نظراً لاحتواء هذه البيئة الجديدة على موارد ومنافسين مختلفين، ستحتاج المجموعة حديثة العهد إلى خواص مختلفة أو سبل تكيف لكي تصبح منافس أقوي مقارنة بما احتاجت من قوة سابقاً.,['تحتوي البيئة الجديدة على موارد مختلفة ومنافسين مختلفين، لهذا السبب سيحتاج السكان الجدد إلى ميزات أو تعديلات مختلفة ليكونوا منافسين أقوياء على عكس ما كانوا عليه من قبل.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2a82340>,20.055763915280387,37.70837675701666,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبتحتوي البيئة الجديدة على موارد مختلفة ومنافسين مختلفين، لهالسبب رح يحتاج السكان الجدد لميزات أو تعديلات مختلفة ليكونوا منافسين أقويا بعكس اللي كانوا عليه من قبل.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، تفقّد رابطة البولو الأرجنتينية.,['للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، انظر Asociación Argentina de Polo.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2a82b50>,61.059793497103776,65.57753276091053,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nللحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، شوف Asociacion Argentina de Polo.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,ففي نهاية الأمر، القائد هو المسؤول الأساسي عن نجاح وفشل الفريق.,['بعد كل شيء، القائد هو المسؤول في النهاية عن نجاح وفشل الفريق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2a82250>,55.463699896144384,62.47939088154553,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبعد كل شي، القائد هو المسؤول بالنهاية عن نجاح وفشل الفريق.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,النساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات.,['من الأفضل أن تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الاجتماعية الفعلية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c07aec40>,25.283089095802612,37.54958711841546,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالسيدات: من الأفضل تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الاجتماعية الفعلية.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,يعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك بشكل حاسم في كثير من الأحيان على وجود دورات ذاتية وإنتاجها من خلال الساعات البيولوجية.,['تعتمد العديد من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك كثيراً على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c07aef40>,65.05154044371616,70.17354356828733,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبتعتمد العديد من الإيقاعات المرصودة بعلم وظايف الأعضاء والسلوك كتير على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,تتميز معظم رحلات البلطيق المتميزة بإقامة طويلة في سانت بطرسبرغ، روسيا.,['تتضمن معظم رحلات البلطيق المتميزة إقامة طويلة في سانت بطرسبرغ في روسيا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c07aed30>,69.89969645773454,76.17845471509872,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبتضم معظم رحلات البلطيق المتميزة بإقامة طويلة بسانت بطرسبرغ بروسيا.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,عندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات (ضمن الحدود المادية) تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم.,['عندما ينشأ الطفل مع حيوانات غير بشرية يبدأ في القيام بحركات (ضمن الحدود الجسدية) تشبه تمامًا حركات الحيوانات مثل خوفه من البشر أو عدم مبالاته تجاههم.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c07aeb50>,21.46054967590747,44.15638562559315,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلما يتربى الولد مع حيوانات غير بشرية ببلش يعمل حركات (ضمن الحدود الجسدية) بتشبه تمامًا حركات الحيوانات متل خوفه من البشر أو لا مبالاته تجاههم.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,نظريتان شائعتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.,['نظريتان منتشرتان للمحتوى هما التسلسل الهرمي لنظرية الاحتياجات لماسلو ونظرية العامل الثاني لهيرتسبرج.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e838cfd0>,31.624467885369558,60.07548333028805,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nنظريتين منتشرين للمحتوى هن التسلسل الهرمي لنظرية الاحتياجات لماسلو ونظرية العامل التاني لهيرتسبرج.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,لقد توصلتْ إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيعات التي أر سلها لها إناث وذكور يشجعون اعتبار أدوية منع الحمل ضرورة طبية.,['توصلت إلى هذا الاستنتاج بسبب التعليقات الإيجابية والتشجيعات الكثيرة التي أرسلها لها رجال ونساء شجعوها على اعتبار أدوية منع الحمل ضرورة طبية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e838ca00>,53.39595641684659,71.66726704060878,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتوصلت لهيدا الاستنتاج بسبب التعليقات الإيجابية والتشجيعات الكتيرة اللي بعتلها ياها رجال ونسوان شجعوها على اعتبار أدوية منع الحمل ضرورة طبية.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
