estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,True,هل توجد مضيفات يتحدثن اليابانية ؟,['هل هناك مضيفات يتحدثن اللغة اليابانية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e883bd00>,45.72313446186435,62.16401389041246,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكاين مضيفات يهدرو اللغة اليابانية؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,قهوة مع القشدة والسكر ، من فضلك .,['قهوة بالكريمة والسكر، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e886e160>,17.095746935849984,57.14754668991334,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة بالكريمة و السكر، من فضلك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,هل هناك مضيفات يتحدثن اليابانية ؟,['هل هناك مضيفة تتحدث اللغة اليابانية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e886e940>,21.42348888333948,54.730565597410695,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكاين مضيفة تهدر اللغة اليابانية؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,فقدت بطاقة المطالبة .,['ضاعت مني بطاقة الاستلام الخاصة بي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e886ef70>,8.392229812593097,28.96672208589748,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nضاعلي بطاقة الاستلام ديالي.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,دعنا نجتمع لنبحث الأمر أكثر .,['ننجح في تعميق السؤال.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e886efa0>,0.0,9.883565959096636,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nننجحوا في تعميق السؤال.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد أن أرى الميناء .,['أريد أن أرى الميناء.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e886ee20>,80.91067115702207,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nراني حاب نشوف الميناء.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أين أقرب صيدلية ؟,['أين تقع الصيدلية القريبة من هنا؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827e80>,7.495553473355845,29.21938249781334,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nوين راهي الصيدلية القريبة من هنا؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أظن أنه بديع المنظر .,['أعتقد أنه رائع.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827c70>,7.545383788761362,14.67927447597621,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nنظن بلي رائع.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟,['ماذا يحدث في قاعة الحفلات اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827bb0>,33.69422210259076,49.934995603477674,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nواش راهو يصرا في صالة الحفلة اليوم؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,خذني إلى المستشفى .,['خذني إلى المستشفى.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827b80>,75.98356856515926,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nاديني للمستشفى.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"آوه , الأمر بسيط ، هل أنت هنا ، على أية حال .",['أوه، لا مشكلة. طالما أنك هنا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827910>,2.302876686963141,11.798380802779135,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأوه، ماشي حاجة. مادام راك هنا.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كان يفترض أن تسافر على الطائرة رقم ثمانية اثنان صفر التي أقلعت منذ خمس عشرة دقيقة . حسنا . بإمكاني تنظيم رحلة أخرى .,['كان يجب عليك أن تأخذ الرحلة رقم ثمانمئة وعشرون التي غادرت قبل خمسة عشر دقيقة. نعم. يمكنني أن أجد لك رحلة أخرى.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827880>,7.511251053510193,30.168401932404898,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكان لازم عليك تدي الرحلة ثمان مئة وعشرون لي راحت عندها خمسة عشر دقيقة. ايه. نقدر نصيبلك رحلة واحدوخرا.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"إن "" السنة "" متقلقلة .",['السن تتحرك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88273d0>,4.167251645138561,12.527123972017817,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالسن راهي تنفك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,مقعد ممنوع به التدخين ، من فضلك .,['مكان لغير المدخنين، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827af0>,7.593603555191143,37.27661517946832,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمكان لغير المدخنين، من فضلك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كم يكلف عش الغراب الطازج ؟,['كم سعر الفطر الطازج؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827040>,17.0653267718276,27.716787974141187,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nشحال يدير الفطر الطازج؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,إذا كان بالإمكان ، لم أكن لأخلع السنّة .,['إذا أمكن، أفضل ألا تخلع لي الضرس.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88270d0>,5.862244939055158,15.518525359381488,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nاذا ممكن، نفضل متنحيليش الضرسة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,نرغب في حجرة تطل على البحيرة .,['نحن نريد غرفة تطل على البحيرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88275e0>,42.16120484488187,60.554601794769624,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nرانا حابين غرفة تطل على البحيرة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أفهم ، لكن لا أستطيع أن أقولها .,['أنا فاهم، لكن لا أستطيع قوله.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827730>,15.881076016027917,56.86771483054143,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nراني فاهم، بصح منقدرش نقوله.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ابحث عن كروت لمناظر تعكس طبيعة جزر هاواي .,['أبحث عن بطاقات هاواي تحديداً.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8827610>,4.654169082794504,19.742945468458345,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nراني نحوس على بطاقات تع هاواي خصيصا.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
