estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,عندما سافرت إلى الخارج في البداية، ربما كان الناس صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد بحاجة إلى التكيف.,['لما سافرت للخارج لأول مرة، الناس كانوا على الأرجح صبورين ومتفاهمين، عارفين إن المسافرين في بلد جديد يحتاجون يتأقلمون.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e56ab430>,23.860382955679746,40.6750309935125,0.29574796818977767,0.8589881062507629,0.3442980945110321,0.9775321747874841,0.33656246510255594,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,نظراً لاحتواء هذه البيئة الجديدة على موارد ومنافسين مختلفين، ستحتاج المجموعة الجديدة إلى خواص مختلفة أو سبل تكيف لكي تصبح منافس أقوي مقارنة بما احتاجت من قوة سابقاً.,['هذا البيئة الجديدة لديها موارد مختلفة ومنافسين مختلفين، لذا السكان الجدد سيحتاجون ميزات أو تكيفات مختلفة ليكونوا منافسين أقوياء عما كانوا يحتاجونه من قبل.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e55e21c0>,17.922007706560883,33.418572206265864,0.0,0.03830249607563019,0.0,0.9061796707101166,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، تفقّد رابطة البولو الأرجنتينية.,['لأخبار البطولات وأماكن شراء تذاكر مباريات البولو، تحقق من Asociación Argentina de Polo.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e55e2100>,44.66409921260718,48.35579882776459,7.478889110120162e-06,0.0006989301182329655,0.010700481943786144,0.005921957243117504,6.336779655185242e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nFor news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,ففي نهاية الأمر، القائد هو المسؤول الأساسي عن نجاح وفشل الفريق.,['في النهاية، القائد يكون المسؤول في النهاية عن نجاح وفشل الفريق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e55e26a0>,42.30696481376533,53.46694099199253,0.0,0.06515582650899887,0.0,0.7323569282889366,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAfter all, the leader is ultimately responsible for the success and failure of the team.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,النساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلن إنهن متزوجات.,['ينصح بأن تقول أي امرأة مسافرة بأنها متزوجة بغض النظر عن حالتها الاجتماعية الفعلية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e55e2b20>,25.56950041949433,35.83793521480024,0.0,0.03981947526335716,0.0,0.9589186872472055,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWomen: It is recommended that any women travellers say that they are married, regardless of actual marital status.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,يعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك بشكل حاسم في كثير من الأحيان على وجود دورات ذاتية وإنتاجها من خلال الساعات البيولوجية.,['العديد من الإيقاعات الملحوظة في الفسيولوجيا والسلوك تعتمد بشكل حاسم على وجود الدورات الذاتية وإنتاجها من خلال الساعات البيولوجية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e55e2d30>,39.43400972216103,54.87206088781432,0.0,0.09147799015045166,0.0,0.4227181113092229,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nMany observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,تتميز معظم رحلات البلطيق المتميزة بإقامة طويلة في سانت بطرسبرغ، روسيا.,['معظم رحلات البلطيق المميزة تشمل إقامة ممتدة في سانت بطرسبرغ، روسيا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e55e29a0>,62.180717171184014,67.62400757675167,0.0,0.32016634941101074,0.0,0.41475563892163336,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nMost of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,عندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات (ضمن الحدود المادية) تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم.,['عندما يتم تربية الطفل الوحشي بالكامل من قبل الحيوانات غير البشرية، يظهر سلوكيات (ضمن الحدود الجسدية) تشبه تقريبًا تمامًا تلك الخاصة بالحيوان الذي يعتني به، مثل خوفه من البشر أو عدم اكتراثه بهم.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5658e80>,27.550932271134812,58.54736624962044,0.0,0.01778603158891201,0.0,0.6657247005496174,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,نظريتان شائعتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.,['نظريتان مشهورتان في المحتوى هما نظرية هرم ماسلو للاحتياجات ونظرية العوامل الثنائية لهيرتزبيرج.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5658fa0>,20.26883702268159,45.41120307175397,0.0,0.07842915505170822,0.0,0.14926002663560212,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nTwo popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.\nTranslation:""}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,لقد توصلتْ إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيعات التي أر سلها لها إناث وذكور يشجعون اعتبار أدوية منع الحمل ضرورة طبية.,['وصلت إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيع الذي أرسل إليها من قبل الأفراد من كلا الجنسين يحثون على اعتبار أدوية منع الحمل ضرورة طبية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5658910>,57.716607702415914,66.47827663321677,0.0,0.05018429085612297,0.0,0.8005736689083278,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nShe came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,ويمكن القيام بذلك بسهولة باستخدام منبه هادئة نسبياً ليُعيدك إلى وعيك دون إيقاظك كلياً.,['يمكن القيام بذلك بسهولة باستخدام منبه هادئ نسبيًا ليوقظك دون أن تستيقظ تمامًا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5658100>,32.44860341971652,52.04134824904193,0.0,0.013352163136005402,0.0,0.9572048884583637,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis can be easily done by using a relatively quiet alarm clock to bring you to consciousness without fully waking you.\nTranslation:'}]}]",False,,sau,False,None,None,None
