estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,لما تسافر أول مرة، الناس بتكون صبورة وبتتفهم إنه الأشخاص اللي بيجوا على بلد جديد يبحتاجوا وقت ليتأقلموا.,['لما سافرت لأول مرة، الناس كانوا على الأغلب صبورين ومتفاهمين، عارفين إنو المسافرين ببلد جديد لازم يتأقلموا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e55e0340>,13.749963202430752,33.61516255210837,0.28556957836353547,0.4433702528476715,0.6440882682800293,0.9841407258063555,0.6338734958284666,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.\nTranslation:'}]}]",False,,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,بتحتوي البيئة الجديدة على موارد مختلفة ومنافسين مختلفين، لهالسبب رح يحتاج السكان الجدد لميزات أو تعديلات مختلفة ليكونوا منافسين أقويا بعكس اللي كانوا عليه من قبل.,['هالبيئة الجديدة فيها موارد مختلفة ومنافسين مختلفين، فالسكان الجدد رح يحتاجوا ميزات أو تكيفات مختلفة ليكونوا منافسين أقوياء عن اللي كانوا يحتاجوا من قبل.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5530dc0>,39.71239937686427,62.384186481390415,0.2565526708791932,0.7448453307151794,0.34443750977516174,0.9550976231694221,0.3289714469166516,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.\nTranslation:'}]}]",False,,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، شوف Asociacion Argentina de Polo.,['لمعرفة الأخبار عن البطولات وأماكن شراء التذاكر لمباريات البولو، تحقق من Asociación Argentina de Polo.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5530e50>,51.55802176328615,65.58601873561351,5.3507963703820955e-06,0.000419626449001953,0.012751332484185696,0.0018403577851131558,2.3467014007837422e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nFor news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.\nTranslation:'}]}]",False,,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,بعد كل شي، القائد هو المسؤول بالنهاية عن نجاح وفشل الفريق.,['بالنهاية، القائد هو المسؤول بالدرجة الأولى عن نجاح وفشل الفريق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5530d30>,66.171676037833,73.12530042932009,0.0005997029242760799,0.06006684899330139,0.009983925148844719,0.1067519816569984,0.0010658037943543164,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAfter all, the leader is ultimately responsible for the success and failure of the team.\nTranslation:'}]}]",False,,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,السيدات: من الأفضل تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الاجتماعية الفعلية.,['ينصح بأن تقول أي امرأة مسافرة بأنها متزوجة بغض النظر عن حالتها الاجتماعية الفعلية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5530520>,54.949116684306986,62.959953968466166,0.0,0.0032935277558863163,0.0,0.010558322537690401,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWomen: It is recommended that any women travellers say that they are married, regardless of actual marital status.\nTranslation:'}]}]",False,,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,بتعتمد العديد من الإيقاعات المرصودة بعلم وظايف الأعضاء والسلوك كتير على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية.,['العديد من الإيقاعات الملحوظة في الفسيولوجيا والسلوك غالباً ما تعتمد بشكل حاسم على وجود الدورات الذاتية وإنتاجها من خلال الساعات البيولوجية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e55305b0>,36.410947188707034,59.00588934108772,0.0,0.1113145723938942,0.0,0.5636137565597892,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMany observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.\nTranslation:'}]}]",False,,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,بتضم معظم رحلات البلطيق المتميزة بإقامة طويلة بسانت بطرسبرغ بروسيا.,['معظم رحلات البلطيق المميزة تتضمن إقامة ممتدة في سانت بطرسبرغ، روسيا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e55304f0>,39.95262182923104,53.157394704130354,0.0,0.07392778247594833,0.0,0.6539672147482634,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMost of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.\nTranslation:'}]}]",False,,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,لما يتربى الولد مع حيوانات غير بشرية ببلش يعمل حركات (ضمن الحدود الجسدية) بتشبه تمامًا حركات الحيوانات متل خوفه من البشر أو لا مبالاته تجاههم.,['لما بيتربى الطفل الوحشي بشكل كامل من حيوانات مش بشرية، بيظهر سلوكيات (ضمن الحدود الجسدية) تقريباً مثل سلوك الحيوان اللي اعتنى فيه، مثل خوفه من البشر أو عدم اكتراثه لهم.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5530a00>,27.039922987048335,44.43027635409566,0.010465306083869308,0.01746588945388794,0.5991854071617126,0.06220982223749161,0.037275217666829175,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.\nTranslation:'}]}]",False,,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,نظريتين منتشرين للمحتوى هن التسلسل الهرمي لنظرية الاحتياجات لماسلو ونظرية العامل التاني لهيرتسبرج.,['نظريتين مشهورتين للمحتوى هما نظرية هرم ماسلو للاحتياجات ونظرية العوامل الثنائية لهيرتزبيرج.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5530610>,23.14867033015227,39.74099250172274,0.00013857435984512053,0.020357241854071617,0.006807128433138132,0.09596923505887389,0.0006532749086757773,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTwo popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.\nTranslation:""}]}]",False,,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,توصلت لهيدا الاستنتاج بسبب التعليقات الإيجابية والتشجيعات الكتيرة اللي بعتلها ياها رجال ونسوان شجعوها على اعتبار أدوية منع الحمل ضرورة طبية.,['وصلت إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيع الذي أُرسل إليها من قبل الأفراد من الجنسين يحثون على اعتبار أدوية منع الحمل ضرورة طبية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5530c70>,44.46623585341942,58.26745493622975,0.0,0.02995837666094303,0.0,0.10604317672550678,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nShe came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.\nTranslation:'}]}]",False,,syr,False,None,None,None
