estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,from_cache,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,"When you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.","['When you travel for the first time, people are patient and understand that those who come to a new country need time to adjust.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e533a2e0>,14.40128959754833,47.01931922869916,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nلما تسافر أول مرة، الناس بتكون صبورة وبتتفهم إنه الأشخاص اللي بيجوا على بلد جديد يبحتاجوا وقت ليتأقلموا.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.","['The new environment contains different resources and different competitors, so the new inhabitants will need different features or modifications to be stronger competitors compared to what they were before.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0454cd0>,42.8723285492463,67.90556176741241,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nبتحتوي البيئة الجديدة على موارد مختلفة ومنافسين مختلفين، لهالسبب رح يحتاج السكان الجدد لميزات أو تعديلات مختلفة ليكونوا منافسين أقويا بعكس اللي كانوا عليه من قبل.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.","['To get news about tournaments and where to buy polo match tickets, check out the Asociacion Argentina de Polo.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0454bb0>,44.903323241491265,71.24736943758624,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nللحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، شوف Asociacion Argentina de Polo.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"After all, the leader is ultimately responsible for the success and failure of the team.","[""After all, the leader is ultimately responsible for the team's success and failure.""]",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0454dc0>,68.99302125555486,85.59288520041476,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nبعد كل شي، القائد هو المسؤول بالنهاية عن نجاح وفشل الفريق.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.","['Ladies: It is better for any female traveler to say she is married, regardless of her actual marital status.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c04547f0>,33.42769222679443,51.223453077749845,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nالسيدات: من الأفضل تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الاجتماعية الفعلية.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.,['Many of the rhythms observed in physiology and behavior rely heavily on the presence of internal cycles and their production through biological clocks.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0454460>,52.69212212163127,71.35989224994118,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nبتعتمد العديد من الإيقاعات المرصودة بعلم وظايف الأعضاء والسلوك كتير على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.","['Most of the distinguished Baltic trips include a long stay in St. Petersburg, Russia.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c04542e0>,42.59578174723158,62.57447199364046,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nبتضم معظم رحلات البلطيق المتميزة بإقامة طويلة بسانت بطرسبرغ بروسيا.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.","['When a child is raised with non-human animals, they start to exhibit behaviors (within physical limits) that closely resemble those of the animals, such as fear of humans or indifference towards them.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0454310>,34.287606351990675,55.47580527002746,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nلما يتربى الولد مع حيوانات غير بشرية ببلش يعمل حركات (ضمن الحدود الجسدية) بتشبه تمامًا حركات الحيوانات متل خوفه من البشر أو لا مبالاته تجاههم.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,Two popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.,"[""Two prevalent theories of content are Maslow's hierarchy of needs theory and Herzberg's two-factor theory.""]",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0454550>,22.306415961812046,51.84837813284351,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nنظريتين منتشرين للمحتوى هن التسلسل الهرمي لنظرية الاحتياجات لماسلو ونظرية العامل التاني لهيرتسبرج.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.,['I reached this conclusion because of the positive comments and numerous encouragements sent to her by men and women who urged her to consider contraceptives a medical necessity.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0454ac0>,21.03425715175828,50.645965638160895,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nتوصلت لهيدا الاستنتاج بسبب التعليقات الإيجابية والتشجيعات الكتيرة اللي بعتلها ياها رجال ونسوان شجعوها على اعتبار أدوية منع الحمل ضرورة طبية.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
