estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,from_cache,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,"When you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.","['When I first traveled abroad, people were generally patient and understanding, knowing that travelers in a new country need to adapt to the situation.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e54f2af0>,44.283242025968626,72.43249260749735,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nلما سافرت بره في البداية، كان الناس ممكن صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد لازم يتأقلموا على الوضع.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.","['Because this new environment has different resources and competitors, this newly established group will need different features or adaptations to become a stronger competitor compared to the strength it needed before.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c3d60>,41.757808624942115,66.55181946167258,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nبسبب أن البيئة الجديدة دي فيها موارد ومنافسين مختلفين، المجموعة حديثة العهد دي هتحتاج خواص مختلفة أو سبل تكيف عشان تبقى منافس أقوي لو عملنا مقارنة بالقوة اللي احتاجتها قبل كده.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.","['If you want to know news about tournaments and where to buy polo match tickets, go check out the Argentine Polo Association.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c3850>,22.117856823621686,53.5804234375597,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nلو عاوز تعرف أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، ادخل اتفرج على رابطة البولو الأرجنتينية.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"After all, the leader is ultimately responsible for the success and failure of the team.","['And after all that, the leader is the one who bears the success and failure of the team.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c3fa0>,45.65383851393904,63.3768775106747,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nوبعد كل ده، القائد هو اللي بيتحمل النجاح والفشل للفريق.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.","['For women: Regardless of their actual marital status, women who will travel must declare that they are married.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c3f40>,22.93476949918813,52.389421378652834,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nبالنسبة للستات: بدون ما نبص على الحالة الاجتماعية الفعلية، لازم الستات إللي هيسافروا  يعلنوا إنهم متزوجات.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.,"['Many of the rhythms observed in physiology and behavior heavily rely, in many instances, on the presence of intrinsic cycles and their production by biological clocks.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c3490>,34.44161546408743,63.70950700016713,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nكتير من الإيقاعات اللي بتترصد في علم وظائف الأعضاء والسلوك بتعتمد بشكل كبير في أوقات كتيرة على وجود دورات ذاتية وإنتاجها عن طريق الساعات البيولوجية.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.","['Most premium Baltic trips feature the advantage of a permanent stay in St. Petersburg, Russia.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c35e0>,39.26759516532461,56.16931127958933,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nمعظم رحلات البلطيق المتميزة بيكون فيها ميزة الإقامة الدائمة في سانت بطرسبرغ بروسيا.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.","['When raised by non-human animals, the feral child exhibits behaviors (within physical limits) that closely resemble those of the specific caregiving animal, such as fear of or indifference to humans.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c34c0>,62.8318115313072,70.22624264078247,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nلما بيتربى عن طريق حيوانات غير بشرية، الطفل الوحشي بيظهر سلوكيات (ضمن الحدود المادية) تشبه أوي سلوكيات حيوان الرعاية الخاصة، زي الخوف من البشر أو عدم الاكتراث بهم.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,Two popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.,"[""Two famous content theories are Maslow's hierarchy of needs and Herzberg's two-factor theory.""]",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c34f0>,33.04864447394051,52.579176713919786,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nنظريتين مشهورين للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.,['I reached this conclusion because of the positive comments and encouragements sent by women and men who support that contraceptive pills are a necessary medical need.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c3130>,12.70885731664017,43.094530329798864,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nوصلت للاستنتاج ده عشان التعليقات الإيجابية والتشجيعات اللي بعتها لها ستات ورجالة بيشجعوا أن أدوية منع الحمل حاجة طبية ضرورية.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
