,score,prob,dialectness,macro_score
BTEC--dza,0.2203453101492815,0.3359495728518232,0.4826917289383709,0.3564203472064507
BTEC--egy,0.2384620076542609,0.4138589419763593,0.3775964928604662,0.2447399667146416
BTEC--sau,0.0368219237954568,0.1145381976733915,0.2353967373911291,0.1031451355916072
BTEC--syr,0.1887531423166907,0.2835262349061668,0.522771578123793,0.4354396473361389
FLORES--egy,0.209048942914969,0.393903025239706,0.2700721796881407,0.2121214485130554
FLORES--sau,0.002610515778624,0.049606435845053,0.073641442740336,0.0271755270293934
FLORES--syr,0.0748030204288486,0.1677058739907806,0.2810822177492082,0.2074687573231452
HABIBI--dza,0.1163661586863055,0.2195606776390923,0.4249553904589265,0.2302029505353101
HABIBI--egy,0.300629543276508,0.4724620464499457,0.4922831060737371,0.3015704234961591
HABIBI--sau,0.00957097638754,0.0480900385073619,0.2347334033157676,0.1301815081242947
HABIBI--syr,0.0691619879309825,0.1272371175291482,0.422420798484236,0.2083769095957111
TWEET--dza,0.3222785012758673,0.4986274578713346,0.5143277471140028,0.4273817912010711
TWEET--egy,0.3313039442182008,0.4696323107674834,0.4504784184135497,0.3331931415019311
TWEET--sau,0.0988842631077306,0.3199268174827739,0.2752023380249738,0.1912892124555879
TWEET--syr,0.2246317996912332,0.5187988378328737,0.4058100374415517,0.3662628696867436
