,score,prob,dialectness,macro_score
HEHE--dza,0.0017002442660761,0.011380009981098,0.0064218134026635,0.0040415081186339
HEHE--egy,0.0056637773873627,0.0118389929094436,0.0096623426058677,0.0057342567109183
HEHE--sau,0.000123935497305,0.0121946045864288,0.0069669113315717,0.0010831419685402
HEHE--syr,0.0003819182623919,0.0117968942810113,0.0040430926407376,0.0004613184954459
HEHE--kwt,4.607626830278201e-05,0.0048871957173693,0.0080554477042622,0.0062025432247931
HEHE--mar,0.0011051915772042,0.0202645236518083,0.0070352552063537,0.002437243719203
HEHE--pse,5.058249924088603e-05,0.0024226960776646,0.0012177216980342,0.0001753080471202
HEHE--sdn,0.0012518294715713,0.0265324456097482,0.0248313531599412,0.0151374220338114
Okapi--dza,4.711650185067474e-05,0.0105227806954644,0.0029258831404149,0.0001917788545998
Okapi--egy,0.0013633359956997,0.0504179295373614,0.0042494537401944,0.0014055318146868
Okapi--sau,0.0020905354781931,0.0556666081109142,0.0066782191582024,0.0038458523954959
Okapi--syr,0.0005519831433584,0.0350518945604562,0.0033474363479763,0.0011530664152771
Okapi--kwt,0.0001031895688933,0.0510547939687967,0.0036089802160859,0.0029656072518538
Okapi--mar,3.374798818741472e-05,0.0745189984305761,0.0005195452552288,0.0002646970433475
Okapi--pse,5.4039965446692205e-05,0.0340062505274545,0.0024090949911624,0.0001425370203081
Okapi--sdn,6.18412097202634e-06,0.0429798881860915,0.0006993450969457,1.5166159166531157e-05
ShareGPT--dza,0.0010013611011554,0.0317183522623963,0.0089972475916147,0.0013483267222565
ShareGPT--egy,0.0030426826994731,0.0560634717156062,0.0122678954154253,0.0032828840447352
ShareGPT--sau,7.316785042508594e-05,0.0370394588180352,0.0009881861228495,0.0008923616976483
ShareGPT--syr,0.0017816268357589,0.0332799432706087,0.002026864150539,0.0018208536504532
ShareGPT--kwt,0.0012375779543473,0.045221103610238,0.0111916426103562,0.0106874205719587
ShareGPT--mar,0.001274779479962,0.0338431270711589,0.0136639625858515,0.0021222140197285
ShareGPT--pse,2.725529081665951e-05,0.0117244939587544,0.0030870214290916,0.0001929309631995
ShareGPT--sdn,0.0053880220823878,0.0790497702779248,0.0090249279141426,0.00540590278408
