,score,prob,dialectness,macro_score
HEHE--dza,6.125153984187284e-05,0.000333051193703,0.0032751715243464,0.000313632664252
HEHE--egy,0.0069885498045871,0.0130369166533152,0.008675965217102,0.0069992418583561
HEHE--sau,0.0005191054335208,0.0067616982216184,0.0012483774787849,0.0010068576910394
HEHE--syr,1.7277698104753222e-05,0.0005289411779041,0.0005421913652257,4.932545486383901e-05
HEHE--kwt,5.544964373837498e-06,0.0004806910603862,0.0003423710363079,0.000166854634257
HEHE--mar,0.0001872268580135,0.0011061610738662,0.0076576305760277,0.0003637409883537
HEHE--pse,6.188751286084052e-05,0.0010100350611739,0.0013390946192572,0.0001444269575501
HEHE--sdn,5.342262496693645e-06,0.0001480525296012,0.0054143281898113,0.0001018927501797
Okapi--dza,0.000537277770714,0.0487136720295529,0.0597271905373781,0.0402883899688832
Okapi--egy,0.0666910617879574,0.1407830967137124,0.1007694001402706,0.0680089804401721
Okapi--sau,3.5689055798983716e-05,0.0325279947626404,0.0004238344170153,0.0002016005272695
Okapi--syr,0.0010262536034231,0.0558764728868845,0.0156734716519713,0.0032265232564322
Okapi--kwt,0.00130588875804,0.0483635451231384,0.0104062609095126,0.007837859968945
Okapi--mar,0.031047027444451,0.1422292742854915,0.0546451629977673,0.0322027552256443
Okapi--pse,0.0006133210189943,0.0540814347937703,0.027940497463569,0.0024476431361753
Okapi--sdn,0.0001219899895703,0.0350504835136234,0.0210683415550738,0.00166978071805
ShareGPT--dza,8.9032842130348e-06,0.0014334617968415,0.020422375248745,0.0085943575125928
ShareGPT--egy,0.0077065299483067,0.0225628035888075,0.0175076809618622,0.0077423545024444
ShareGPT--sau,9.057712179771145e-06,0.0314171122200787,0.0001092392578721,6.383069112822284e-05
ShareGPT--syr,4.063405035379837e-06,0.0125549547653645,7.372699677944183e-05,8.692178723941871e-06
ShareGPT--kwt,0.0002123817993353,0.0195352191664278,0.0100719063915312,0.006734342734048
ShareGPT--mar,0.0039805622409143,0.0195649430993944,0.0066352380346506,0.0040299247829252
ShareGPT--pse,0.000153280665423,0.021273913548066,0.0060006325691938,0.0007297999325271
ShareGPT--sdn,0.0001341992214262,0.0103080802888143,0.0065906096529215,0.0012586889788021
