,score,prob,dialectness,macro_score
HEHE--dza,0.1036068057610864,0.1930885915535727,0.2718595875462947,0.1789266151049683
HEHE--egy,0.3407548762365169,0.5182546683422419,0.4234826001152891,0.3427570901073212
HEHE--sau,0.0403029346814874,0.1018027201343916,0.215710266643988,0.1208271412168563
HEHE--syr,0.1128162676186955,0.1895843323104844,0.2859301104132707,0.2437817945200601
Okapi--dza,0.1336161790529249,0.2679560268222121,0.2789718236215412,0.2127348558137359
Okapi--egy,0.3276578206813814,0.64158603195654,0.3718891004042234,0.328297993373364
Okapi--sau,0.0172622683552248,0.0628985668875975,0.1719938629399985,0.0688672503498307
Okapi--syr,0.1057184324805478,0.2182250998029485,0.2957289126166142,0.2577940915348553
ShareGPT--dza,0.1312048395610432,0.2156659005527035,0.4015999194048345,0.2653615744477175
ShareGPT--egy,0.3146227609602922,0.5860753831092734,0.4595077647082508,0.3157755841602098
ShareGPT--sau,0.0346073216996254,0.1227619047625921,0.2711659539490938,0.1423326944946419
ShareGPT--syr,0.1277246304005479,0.2568622706341557,0.3635331450216472,0.3461924338051257
