,score,prob,dialectness,macro_score
HEHE--dza,0.0,0.0,0.0,0.0
HEHE--egy,0.0,0.0,0.0,0.0
HEHE--sau,0.0,0.0,0.0,0.0
HEHE--syr,0.0,0.0,0.0,0.0
HEHE--kwt,4.737618141309561e-07,3.46712815114344e-05,0.0001380241127929,4.718814862378234e-05
HEHE--mar,2.4710294635576495e-05,0.0001744505657692,0.0014307717181215,0.0003545245325572
HEHE--pse,0.0,0.0,0.0,0.0
HEHE--sdn,0.0,0.0,0.0,0.0
Okapi--dza,0.0002858606869079,0.0096814048290252,0.0002952677756547,0.00029224185828
Okapi--egy,0.0,0.0,0.0,0.0
Okapi--sau,0.0,0.0,0.0,0.0
Okapi--syr,0.0,0.0,0.0,0.0
Okapi--kwt,0.0,0.0,0.0,0.0
Okapi--mar,9.983330736829113e-06,3.105275332927704e-05,0.0032149583101272,4.395537495653218e-05
Okapi--pse,0.0,0.0,0.0,0.0
Okapi--sdn,0.0,0.0,0.0,0.0
ShareGPT--dza,0.0,8.267855271697044e-05,0.0,0.0
ShareGPT--egy,0.0,0.0,0.0,0.0
ShareGPT--sau,0.0,0.0,0.0,0.0
ShareGPT--syr,0.0,0.0,0.0,0.0
ShareGPT--kwt,0.0,0.0,0.0,0.0
ShareGPT--mar,0.0,0.0,0.0,0.0
ShareGPT--pse,0.0,0.0,0.0,0.0
ShareGPT--sdn,0.0,0.0,0.0,0.0
