,score,prob,dialectness,macro_score
HEHE--dza,0.0024445004274944,0.0210545146487332,0.0052394874954736,0.0030016543380902
HEHE--egy,0.0013198349880283,0.0136654523491699,0.0035246784989071,0.0013268376955655
HEHE--sau,0.0002051407868815,0.024099389931349,0.0026073070070908,0.0013241217684502
HEHE--syr,0.0027321374613464,0.0250557949991836,0.0048044079574205,0.0033634651010341
HEHE--kwt,0.0015404469461198,0.0139660320071371,0.0101154144478799,0.0072602914263237
HEHE--mar,0.0093167180331567,0.0538841705779764,0.0139985947210467,0.0097030282176325
HEHE--pse,0.0001289983334221,0.0022165066759992,0.0044810579287434,0.001178713426179
HEHE--sdn,0.001685351278622,0.0332454430928286,0.0035634402529862,0.001744315167585
Okapi--dza,0.0,0.0,0.0,0.0
Okapi--egy,0.0007621144150063,0.0098721957206726,0.0007719806581735,0.000762854849716
Okapi--sau,0.0,0.0,0.0,0.0
Okapi--syr,0.0,0.0,0.0,0.0
Okapi--kwt,0.0,0.0,0.0,0.0
Okapi--mar,0.0048992977134229,0.0099551033973693,0.0049213930964469,0.0049046697061899
Okapi--pse,0.0,0.0,0.0,0.0
Okapi--sdn,0.0,0.0,0.0,0.0
ShareGPT--dza,0.0018209812923753,0.020201400022488,0.002393657490611,0.0020878524103802
ShareGPT--egy,0.001224692743468,0.0099511827633838,0.0012782337990674,0.0012285899657391
ShareGPT--sau,0.0004307431533009,0.0095162880420684,0.000452637784183,0.000442822432878
ShareGPT--syr,8.42082605198905e-05,0.0177640277854721,0.0021326284563977,0.0001936912183387
ShareGPT--kwt,5.235712095999122e-07,0.0002666176861208,4.0194894554037035e-05,9.929913270091307e-06
ShareGPT--mar,0.0003801539846411,0.0099582509561018,0.0003856037828055,0.0003843098671264
ShareGPT--pse,4.438338651222249e-06,0.004548086234453,0.001303995968868,3.609716121672142e-05
ShareGPT--sdn,0.0019306054589291,0.0196214227157179,0.0023254318907856,0.0019354776139062
