,score,prob,dialectness,macro_score
BTEC--dza,0.0913211329414898,0.2433933426739531,0.230028397552669,0.1500534748549708
BTEC--egy,0.1587463707606604,0.2624864198756404,0.2734697941597551,0.1850190842889549
BTEC--sau,0.0110344219374083,0.0666098467545816,0.0607204104308038,0.0484602054015933
BTEC--syr,0.0509615218050332,0.1518728897906839,0.1663364170771092,0.1101618902791463
BTEC--mar,0.1137451795584322,0.3103680031013209,0.1787428109999746,0.1289424300761638
BTEC--pse,0.0126442785116849,0.04879905427224,0.1484156881552189,0.0866953668717886
BTEC--sdn,0.0685524414293173,0.1998421787214465,0.144890345968306,0.0770154673289128
FLORES--egy,0.0925945777316473,0.1953810839261859,0.1363365025119856,0.1015791372519357
FLORES--sau,0.0005720906436539,0.0457385319181776,0.0228416472673416,0.0109632464088153
FLORES--syr,0.0070120807229365,0.0473906420459388,0.0498850075993686,0.0223138108346768
FLORES--mar,0.0717456565222072,0.2361186098516918,0.1125421026349067,0.0894184651728605
FLORES--pse,0.0020065160409273,0.0296905900232377,0.0426127608027309,0.0221053279108317
HABIBI--dza,0.0980176206664468,0.2574850392357938,0.2128090039644947,0.1535171958577945
HABIBI--egy,0.144201247778941,0.2532595368660986,0.2374146049842238,0.1480264460796546
HABIBI--sau,0.0059679811002605,0.0429190241693868,0.070467226896435,0.040603064873525
HABIBI--syr,0.0308383582070715,0.0990722387956339,0.1748667247034609,0.0949579540701921
HABIBI--kwt,0.0022310205034617,0.0085704661879572,0.1262750631570816,0.0689014161211985
HABIBI--mar,0.0680226985229316,0.2904024617711547,0.2010457968711853,0.1077121882359604
HABIBI--pse,0.0158071262955989,0.0355665910556593,0.1905898082738694,0.0529024612423114
HABIBI--sdn,0.0353779662462816,0.0784708066293919,0.1823700532837901,0.0658459150056932
TWEET--dza,0.1585824498145533,0.3403105564866564,0.3256792534887791,0.2339413498952463
TWEET--egy,0.1550222859104566,0.2777756064813002,0.2344447877258062,0.1662320002479663
TWEET--sau,0.0496059038037772,0.1498398202953103,0.1252531912643462,0.0875693773968198
TWEET--syr,0.0498463540904246,0.1775159578816965,0.1098137782514095,0.0787251083370896
TWEET--kwt,0.0129150267937932,0.0424842869138228,0.1148553488682955,0.0651446624363244
TWEET--mar,0.1401810756564775,0.3776071531319758,0.2288915515132248,0.166849065314801
TWEET--pse,0.0567422416393384,0.1568155683566874,0.1690858127363026,0.0959651827831417
TWEET--sdn,0.1138791359553811,0.2813434058040729,0.1978044394869357,0.1404424007561023
