,score,prob,dialectness,macro_score
BTEC--dza,0.1587831086134937,0.2116061091149458,0.5472587425448,0.4928413556353657
BTEC--egy,0.4068892628036394,0.5349940117262304,0.4925923371501267,0.4190727096380759
BTEC--sau,0.0478454744384252,0.0927876083437877,0.2174845918733626,0.1339779003702519
BTEC--syr,0.1421405998914963,0.1910461073493934,0.4368006799835712,0.277802207125503
BTEC--mar,0.4418819496764631,0.5568253279506462,0.5587993475515396,0.4779651413802568
BTEC--pse,0.0501836863330107,0.0852925103076268,0.3874044930096715,0.2438972945193128
BTEC--sdn,0.0938628047884677,0.1714210571657167,0.2426760604511946,0.1665195725432361
FLORES--egy,0.2488357406864385,0.3849530737008899,0.2855559219047427,0.2567640331526915
FLORES--sau,0.0021191034302999,0.0501928438077447,0.0494308456033468,0.0138491158307287
FLORES--syr,0.0385416984831682,0.0883373499182926,0.2373238748591393,0.1093838208338009
FLORES--mar,0.3640783672916101,0.5786778502538801,0.4134890999272466,0.3804980333274572
FLORES--pse,0.0089106768984799,0.0399163585032511,0.1008856505155563,0.0618010703620358
HABIBI--dza,0.1449653171537044,0.200548316234985,0.5378314444003092,0.4408280953945981
HABIBI--egy,0.27861054972045,0.3505667085386812,0.4094003176596015,0.2927095194737701
HABIBI--sau,0.038527014258458,0.0819490222759486,0.2432972628809511,0.1169654257161156
HABIBI--syr,0.0600772312106985,0.0910727892816066,0.4380423424392938,0.1609105271782663
HABIBI--kwt,0.0114612128289595,0.0177642647342872,0.1504942864459008,0.0753441754390368
HABIBI--mar,0.2887713536925833,0.4530785234179347,0.4485550619382411,0.3331151779652328
HABIBI--pse,0.0231112598454903,0.0387591473677625,0.3174061313964044,0.1045742865396744
HABIBI--sdn,0.0394412627629179,0.084130545949231,0.266243809713952,0.1457230509210527
TWEET--dza,0.2172148648004076,0.2641008156229509,0.4792963135242462,0.4112757452277364
TWEET--egy,0.3744817009577529,0.4834487765934318,0.4864716598577797,0.3763473542187374
TWEET--sau,0.1260817008300689,0.2251676659466465,0.2163633147627115,0.1770682243526066
TWEET--syr,0.1646035004830756,0.2533794315565319,0.4064600325003266,0.2724215151726029
TWEET--kwt,0.0524620620357618,0.0918409837878425,0.2292252565361559,0.1548280314781698
TWEET--mar,0.3978283043881072,0.5562241921818349,0.5019927341584116,0.4451739138492175
TWEET--pse,0.1478402190736143,0.2345041203871369,0.3591969211958348,0.2560074834974221
TWEET--sdn,0.1965131025671672,0.3135528612277994,0.3149284711107611,0.2368684574935283
