,score,prob,dialectness,macro_score
HEHE--dza,0.1607559105441625,0.2606642426009976,0.3013824583251813,0.2559650036358099
HEHE--egy,0.3816732481435107,0.6224839986571552,0.4653396220534648,0.389823334758461
HEHE--sau,0.0424836243354811,0.0926548732386436,0.2359376433485466,0.1293199230944163
HEHE--syr,0.2243195949769149,0.3938045925324525,0.3682774572355791,0.3470345667926191
Okapi--dza,0.180658409358647,0.3469643580499887,0.361294874479298,0.3157821927297764
Okapi--egy,0.4102395430800903,0.7666841366168228,0.4586649507284164,0.4178248924205552
Okapi--sau,0.0209308393398715,0.0720848293916787,0.1901400578115135,0.1036820698716857
Okapi--syr,0.1987778993283512,0.5127041968359844,0.3071527309343219,0.2882823791984863
ShareGPT--dza,0.1682169630564824,0.3592653985955985,0.3257499043131247,0.2845020877748116
ShareGPT--egy,0.3855045961024035,0.7519382954714819,0.4570349558442831,0.3875611166101452
ShareGPT--sau,0.0240043621325728,0.115975616754149,0.215468564312905,0.1198875417333326
ShareGPT--syr,0.166254920248022,0.4242248392978217,0.3297194655623752,0.3078046992966809
