estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r,لما سافرت بره في البداية، كان الناس ممكن صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد لازم يتأقلموا على الوضع.,['عندما سافرت إلى الخارج في البداية ، كان الناس على الأرجح متسامحين ومتفهمين ، حيث يعرفون أن المسافرين في بلد جديد يحتاجون إلى التكيف.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ef2f9eb0>,31.57505043363357,49.51264080774927,0.0,0.0050879307091236115,0.0,0.009155644103884697,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
When you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.\nTranslation:'}]}]",False,,egy,False,None,None,None
Blobheart:command-r,بسبب أن البيئة الجديدة دي فيها موارد ومنافسين مختلفين، المجموعة حديثة العهد دي هتحتاج خواص مختلفة أو سبل تكيف عشان تبقى منافس أقوي لو عملنا مقارنة بالقوة اللي احتاجتها قبل كده.,['هذا البيئة الجديدة تمتلك موارد مختلفة ومنافسين مختلفين، لذا فإن السكان الجدد سيحتاجون إلى خصائص أو تكيفات مختلفة ليكونوا منافسين أقوياء عما كانوا يحتاجونه من قبل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ef2f9d90>,17.59290404249736,31.536880827220443,0.0,0.010003793053328991,0.0,0.014493005815893412,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.\nTranslation:'}]}]",False,,egy,False,None,None,None
Blobheart:command-r,لو عاوز تعرف أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، ادخل اتفرج على رابطة البولو الأرجنتينية.,['للإطلاع على أخبار البطولات وشراء تذاكر مباريات البولو، يمكنك زيارة موقع الرابطة الأرجنتينية للبولو.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed1a2700>,38.78104605066484,49.40127145726999,0.000653929972972242,0.027060367166996002,0.024165598675608635,0.031831132248044014,0.0007692183672964557,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nFor news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.\nTranslation:'}]}]",False,,egy,False,None,None,None
Blobheart:command-r,وبعد كل ده، القائد هو اللي بيتحمل النجاح والفشل للفريق.,['وفي النهاية، يكون القائد مسؤولاً عن نجاح وفشل الفريق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed1a28e0>,5.927827416165384,25.90163142269098,0.0,0.15705084800720215,0.0,0.16697881184518337,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
After all, the leader is ultimately responsible for the success and failure of the team.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAfter all, the leader is ultimately responsible for the success and failure of the team.\nTranslation:'}]}]",False,,egy,False,None,None,None
Blobheart:command-r,بالنسبة للستات: بدون ما نبص على الحالة الاجتماعية الفعلية، لازم الستات إللي هيسافروا  يعلنوا إنهم متزوجات.,['النساء: يُنصح أن تقول أية مسافرة إنها متزوجة، بغض النظر عن حالتها الزوجية الفعلية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed1a2970>,5.2929853371616185,18.993354671395025,0.00030449385646463475,0.048256102949380875,0.006309955380856991,0.05778452754020691,0.00036461779048260756,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWomen: It is recommended that any women travellers say that they are married, regardless of actual marital status.\nTranslation:'}]}]",False,,egy,False,None,None,None
Blobheart:command-r,كتير من الإيقاعات اللي بتترصد في علم وظائف الأعضاء والسلوك بتعتمد بشكل كبير في أوقات كتيرة على وجود دورات ذاتية وإنتاجها عن طريق الساعات البيولوجية.,['يرتبط العديد من الإيقاعات الملاحظة في الفسيولوجيا والسلوك ارتباطًا حاسمًا بوجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed1a2850>,23.597379990106553,38.26441702978036,0.0,0.014861508272588253,0.0,0.024447658099234104,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMany observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.\nTranslation:'}]}]",False,,egy,False,None,None,None
Blobheart:command-r,معظم رحلات البلطيق المتميزة بيكون فيها ميزة الإقامة الدائمة في سانت بطرسبرغ بروسيا.,['معظم رحلات بحر البلطيق المميزة تتضمن إقامة مطولة في سانت بطرسبرغ، روسيا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed1a2d30>,36.31588604393662,45.80285914833138,0.0,0.03131289407610893,0.0,0.03636106522753835,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMost of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.\nTranslation:'}]}]",False,,egy,False,None,None,None
Blobheart:command-r,لما بيتربى عن طريق حيوانات غير بشرية، الطفل الوحشي بيظهر سلوكيات (ضمن الحدود المادية) تشبه أوي سلوكيات حيوان الرعاية الخاصة، زي الخوف من البشر أو عدم الاكتراث بهم.,['عندما يربى الطفل الوحشي تربية كاملة على يد حيوانات غير بشرية، يظهر سلوكاً (في حدود إمكانياته البدنية) شبيهاً تماماً بسلوك حيوان الرعاية، مثل خوفه من البشر أو عدم مبالاته بهم.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed1a2dc0>,21.328900912817307,44.83650268929446,0.0,0.15115121006965637,0.0,0.16680150106549263,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.\nTranslation:'}]}]",False,,egy,False,None,None,None
Blobheart:command-r,نظريتين مشهورين للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.,['ترجمتان شهيرتان لنظرية المحتوى هما نظرية ماسلو الهرمية للحاجات ونظرية العاملين لهيرزبرغ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed1a2d00>,21.601121682361086,43.406161352400304,0.0,0.0022137954365462065,0.0,0.003055973560549319,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Two popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTwo popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.\nTranslation:""}]}]",False,,egy,False,None,None,None
Blobheart:command-r,وصلت للاستنتاج ده عشان التعليقات الإيجابية والتشجيعات اللي بعتها لها ستات ورجالة بيشجعوا أن أدوية منع الحمل حاجة طبية ضرورية.,['توصّلت إلى هذا الاستنتاج بسبب تعدد التعليقات الإيجابية والتشجيع التي أرسلت إليها من أفراد من الجنسين يحثون على اعتبار موانع الحمل دواء ضروريا طبيا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed1a2a60>,22.419810364047297,36.51291538728692,0.0,0.003376175183802843,0.0,0.005496495869010687,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nShe came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.\nTranslation:'}]}]",False,,egy,False,None,None,None
