estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,from_cache,chat_preamble,documents,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,error_traceback
Blobheart:command-r,Are there any stewardesses who speak Japanese?,['Are there any flight attendants who speak Japanese?'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e1d5a30>,37.99178428257963,67.68443263123511,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nكاين مضيفات يهدرو اللغة اليابانية؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r,"Coffee with cream and sugar, please.","[""Please, I'd like a coffee with cream and sugar.""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e1498e0>,21.401603033752977,68.94867653018221,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nقهوة بالكريمة و السكر، من فضلك.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r,Is there any stewardess who speaks Japanese?,['Is there a flight attendant who speaks Japanese?'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e149e20>,40.35278637463991,61.768819267387556,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nكاين مضيفة تهدر اللغة اليابانية؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r,I lost my claim tag.,['I lost my receipt card.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e149610>,26.269098944241588,40.3256044602941,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nضاعلي بطاقة الاستلام ديالي.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r,Let's get together to discuss this further.,['We succeeded in deepening the question.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e1490a0>,4.196114906296549,9.903567271495506,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nننجحوا في تعميق السؤال.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r,I want to see the harbor.,"[""I'd love to see the port.""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e149d00>,20.164945583740657,38.165818959162614,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nراني حاب نشوف الميناء.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r,Where's the nearest chemist?,"[""Where's the nearest pharmacy from here?""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e149a60>,47.987820666906615,62.3694079639002,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nوين راهي الصيدلية القريبة من هنا؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r,I think it's scenic.,"[""We think it's awesome.""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e1490d0>,37.68499164492418,44.953368948907666,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nنظن بلي رائع.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r,What is playing at the concert hall today?,"[""What's going on in the party hall today?""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e149280>,15.851165692617148,38.18614233339608,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nواش راهو يصرا في صالة الحفلة اليوم؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r,Take me to the hospital.,['Take me to the hospital.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e149c40>,100.00000000000004,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nاديني للمستشفى.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
