estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,raw_prompt,_raw_turns,from_cache,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r,عندما سافرت إلى الخارج في البداية، ربما كان الناس صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد بحاجة إلى التكيف.,['عندما تسافر للمرة الأولى، يكون الناس صبورين ومتفهمين بأن الأشخاص الذين يأتون إلى بلد جديد يحتاجون بعض الوقت للتكيف.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c07057f0>,25.49455513948137,35.18299556080189,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
لما تسافر أول مرة، الناس بتكون صبورة وبتتفهم إنه الأشخاص اللي بيجوا على بلد جديد يبحتاجوا وقت ليتأقلموا.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلما تسافر أول مرة، الناس بتكون صبورة وبتتفهم إنه الأشخاص اللي بيجوا على بلد جديد يبحتاجوا وقت ليتأقلموا.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,نظراً لاحتواء هذه البيئة الجديدة على موارد ومنافسين مختلفين، ستحتاج المجموعة حديثة العهد إلى خواص مختلفة أو سبل تكيف لكي تصبح منافس أقوي مقارنة بما احتاجت من قوة سابقاً.,['تحتوي البيئة الجديدة على موارد ومنافسين مختلفين، لذلك سيتطلب الأمر مزايا أو تعديلات مختلفة ليكون السكان الجدد منافسين أقوياء مقارنة بما كانوا عليه من قبل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06f9940>,26.1774305630144,40.93497877723245,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
بتحتوي البيئة الجديدة على موارد مختلفة ومنافسين مختلفين، لهالسبب رح يحتاج السكان الجدد لميزات أو تعديلات مختلفة ليكونوا منافسين أقويا بعكس اللي كانوا عليه من قبل.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبتحتوي البيئة الجديدة على موارد مختلفة ومنافسين مختلفين، لهالسبب رح يحتاج السكان الجدد لميزات أو تعديلات مختلفة ليكونوا منافسين أقويا بعكس اللي كانوا عليه من قبل.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، تفقّد رابطة البولو الأرجنتينية.,['للحصول على أخبار حول بطولات كرة البولو وأماكن شراء تذاكر المباريات، يمكنك زيارة الموقع الإلكتروني لرابطة كرة البولو الأرجنتينية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06f9d00>,40.00296935229763,62.07995912027251,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، شوف Asociacion Argentina de Polo.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nللحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، شوف Asociacion Argentina de Polo.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,ففي نهاية الأمر، القائد هو المسؤول الأساسي عن نجاح وفشل الفريق.,['بعد كل شيء، القائد هو المسؤول في النهاية عن نجاح وفشل الفريق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06f9be0>,55.463699896144384,62.47939088154553,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
بعد كل شي، القائد هو المسؤول بالنهاية عن نجاح وفشل الفريق.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبعد كل شي، القائد هو المسؤول بالنهاية عن نجاح وفشل الفريق.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,النساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات.,['النساء: من الأفضل أن تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الاجتماعية الحقيقية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06f9490>,13.959040086016708,39.5992785642353,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
السيدات: من الأفضل تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الاجتماعية الفعلية.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالسيدات: من الأفضل تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الاجتماعية الفعلية.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,يعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك بشكل حاسم في كثير من الأحيان على وجود دورات ذاتية وإنتاجها من خلال الساعات البيولوجية.,['يعتمد العديد من الإيقاعات التي لوحظت في علم وظائف الأعضاء والسلوك اعتماداً كبيراً على وجود دورات داخلية تنتجها الساعات البيولوجية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06f9d90>,45.80776481613139,53.08622670690456,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
بتعتمد العديد من الإيقاعات المرصودة بعلم وظايف الأعضاء والسلوك كتير على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبتعتمد العديد من الإيقاعات المرصودة بعلم وظايف الأعضاء والسلوك كتير على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,تتميز معظم رحلات البلطيق المتميزة بإقامة طويلة في سانت بطرسبرغ، روسيا.,['تشمل معظم الرحلات المميزة إلى بلدان البلطيق إقامة طويلة في سانت بطرسبرغ بروسيا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06f9640>,37.810891220261,55.4188789045333,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
بتضم معظم رحلات البلطيق المتميزة بإقامة طويلة بسانت بطرسبرغ بروسيا.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبتضم معظم رحلات البلطيق المتميزة بإقامة طويلة بسانت بطرسبرغ بروسيا.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,عندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات (ضمن الحدود المادية) تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم.,['عندما يتربى الطفل مع حيوانات غير بشرية، يبدأ في تقليد حركاتها (في حدود قدراته الجسدية)، فيخاف من البشر أو يصبح غير مبالٍ تجاههم تماماً مثل الحيوانات.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06f9130>,16.692461856741545,34.437665986357466,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
لما يتربى الولد مع حيوانات غير بشرية ببلش يعمل حركات (ضمن الحدود الجسدية) بتشبه تمامًا حركات الحيوانات متل خوفه من البشر أو لا مبالاته تجاههم.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلما يتربى الولد مع حيوانات غير بشرية ببلش يعمل حركات (ضمن الحدود الجسدية) بتشبه تمامًا حركات الحيوانات متل خوفه من البشر أو لا مبالاته تجاههم.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,نظريتان شائعتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.,['نظرية المحتوى السائدة هي هرم ماسلو للحاجات، إلى جانب نظرية العامل الثاني لهيرزبرغ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06f9370>,29.71419557882482,42.33866262787372,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
نظريتين منتشرين للمحتوى هن التسلسل الهرمي لنظرية الاحتياجات لماسلو ونظرية العامل التاني لهيرتسبرج.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nنظريتين منتشرين للمحتوى هن التسلسل الهرمي لنظرية الاحتياجات لماسلو ونظرية العامل التاني لهيرتسبرج.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,لقد توصلتْ إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيعات التي أر سلها لها إناث وذكور يشجعون اعتبار أدوية منع الحمل ضرورة طبية.,['توصلت إلى هذا الاستنتاج بسبب التعليقات الإيجابية والتشجيعات العديدة التي أرسلها إليها الرجال والنساء، والتي شجعتها على اعتبار موانع الحمل ضرورة طبية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c074b1f0>,44.13715883803119,60.69880956895395,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.
توصلت لهيدا الاستنتاج بسبب التعليقات الإيجابية والتشجيعات الكتيرة اللي بعتلها ياها رجال ونسوان شجعوها على اعتبار أدوية منع الحمل ضرورة طبية.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتوصلت لهيدا الاستنتاج بسبب التعليقات الإيجابية والتشجيعات الكتيرة اللي بعتلها ياها رجال ونسوان شجعوها على اعتبار أدوية منع الحمل ضرورة طبية.\nTranslation:'}]}]",False,,0,0,0,0,0,ar,False,None,None,None
