estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,from_cache,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r,هل توجد مضيفات يتحدثن اليابانية ؟,['هل هناك أي مضيفة تتكلم اليابانية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2861430>,13.215955651112736,32.58989842685495,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفيه أى مضيفة بتتكلم ياباني؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,قهوة مع القشدة والسكر ، من فضلك .,['قَهْوَةٌ بِالْقَشْطَةِ وَالسُّكَّرِ، مِنْ فَضْلِكَ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e847aca0>,0.8733042428534794,13.560066515927401,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة بالكريمة والسكر، من فضلك.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,هل هناك مضيفات يتحدثن اليابانية ؟,['هل هناك مضيفة تتحدث اليابانية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e847ab50>,21.386638885976566,56.41649640864597,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفيه اى مضيفة بتتكلم ياباني؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,فقدت بطاقة المطالبة .,['ضَيَّعتُ ورقةَ الإيصالِ الخاصةَ بي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e847a400>,0.0,11.43826658170007,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nضيعت ورقة الاستلام بتاعتي.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,دعنا نجتمع لنبحث الأمر أكثر .,['دعنا نكون معاً لنناقش هذا الأمر أكثر .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e847a250>,15.851165692617148,47.5328973137516,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nخلينا نكون سوا عشان نناقش ده اكتر .\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أريد أن أرى الميناء .,['أريد أن أرى الميناء.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e847a0a0>,80.91067115702207,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعاوز أشوف المينا.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أين أقرب صيدلية ؟,['أين تقع أقرب صيدلية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e847aa30>,46.713797772819994,63.938933312727286,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفين أقرب صيدلية؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أظن أنه بديع المنظر .,['أظن أن المنظر رائع .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e847ab80>,16.341219448835542,38.72757556298038,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمتهيألي ان المنظر خلاب .\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,ماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟,['ماذا سيُعزف في قاعة العروض الموسيقية اليوم؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e847a4c0>,27.694132751313415,56.26884990363594,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nايه اللي حيتعزف في قاعة الحفلات الموسيقية النهاردة؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,خذني إلى المستشفى .,['خُذني إلى المُستشفى.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e847aa60>,9.287528999566801,59.50017765169678,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nخدني للمستشفى.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
