estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r,لما تسافر أول مرة، الناس بتكون صبورة وبتتفهم إنه الأشخاص اللي بيجوا على بلد جديد يبحتاجوا وقت ليتأقلموا.,['عندما سافرتَ إلى الخارج في البداية، كان الناس على الأرجح متسامحين ومتفهمين، إذ كانوا يدركون أنّ على المسافرين في بلدٍ جديد التكيف مع البيئة الجديدة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ef3143d0>,2.2362916402160153,18.587102727361636,0.0,0.012589805759489536,0.0,0.05450053978711367,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
When you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.\nTranslation:'}]}]",False,,syr,False,None,None,None
Blobheart:command-r,بتحتوي البيئة الجديدة على موارد مختلفة ومنافسين مختلفين، لهالسبب رح يحتاج السكان الجدد لميزات أو تعديلات مختلفة ليكونوا منافسين أقويا بعكس اللي كانوا عليه من قبل.,['هذه البيئة الجديدة تمتلك موارد ومُنافسين مُختلفين، لذا فإنّ السكان الجُدد سيحتاجون إلى خصائص أو مواصفات مختلفة لتكون مُنافسة قوية مُقارنة بما كانوا يحتاجونه من قبل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecf0b6d0>,10.22063357599165,37.28825840517332,0.0,0.013020239770412445,0.0,0.04672781005501747,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.\nTranslation:'}]}]",False,,syr,False,None,None,None
Blobheart:command-r,للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، شوف Asociacion Argentina de Polo.,['للحصول على أخبار البطولات ومعلومات حول أماكن شراء تذاكر مباريات البولو، يمكنك مراجعة موقع الجمعية الأرجنتينية للبولو.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecf0b5b0>,42.45848004818512,50.60192501225487,0.0003760132416776238,0.03876541927456856,0.009699707850813866,0.06631345814093947,0.0006432211705442873,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nFor news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.\nTranslation:'}]}]",False,,syr,False,None,None,None
Blobheart:command-r,بعد كل شي، القائد هو المسؤول بالنهاية عن نجاح وفشل الفريق.,['في النهاية، القائد هو المسؤول عن نجاح وفشل الفريق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecf0b700>,59.395476477448106,70.73738806720641,0.0,0.009265805594623089,0.0,0.044964063446968794,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
After all, the leader is ultimately responsible for the success and failure of the team.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAfter all, the leader is ultimately responsible for the success and failure of the team.\nTranslation:'}]}]",False,,syr,False,None,None,None
Blobheart:command-r,السيدات: من الأفضل تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الاجتماعية الفعلية.,['يُنصح أن تقول أي مسافرات إنهن متزوجات، بغض النظر عن وضعهن العائلي الفعلي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecf0b820>,20.664181816537017,37.33919671481689,0.0,0.002812011633068323,0.0,0.007291658839676529,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWomen: It is recommended that any women travellers say that they are married, regardless of actual marital status.\nTranslation:'}]}]",False,,syr,False,None,None,None
Blobheart:command-r,بتعتمد العديد من الإيقاعات المرصودة بعلم وظايف الأعضاء والسلوك كتير على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية.,['يلعب وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية دورًا حاسمًا في العديد من الإيقاعات الملاحظة في علم وظائف الأعضاء والسلوك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecf0bca0>,54.249157563337995,70.45045107557345,0.0,0.0799703374505043,0.0,0.16190964169800282,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMany observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.\nTranslation:'}]}]",False,,syr,False,None,None,None
Blobheart:command-r,بتضم معظم رحلات البلطيق المتميزة بإقامة طويلة بسانت بطرسبرغ بروسيا.,['معظم الرحلات البحرية المميزة في منطقة بحر البلطيق تتضمن إقامة مطولة في سانت بطرسبرغ، روسيا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecf0bdc0>,16.20117898482892,41.610420362795665,0.0,0.276400625705719,0.0,0.8921413365751505,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMost of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.\nTranslation:'}]}]",False,,syr,False,None,None,None
Blobheart:command-r,لما يتربى الولد مع حيوانات غير بشرية ببلش يعمل حركات (ضمن الحدود الجسدية) بتشبه تمامًا حركات الحيوانات متل خوفه من البشر أو لا مبالاته تجاههم.,['عندما يربى الطفل الوحشي تربية كاملة من حيوانات غير بشرية، يظهر سلوكاً (في حدود قدراته البدنية) شبيهاً تماماً بسلوك حيوان الرعاية الذي يرعاه، مثل خوفه من البشر أو عدم مبالاته بهم.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecf0bbb0>,16.011774730962827,38.01708606947169,0.0,0.08931532502174377,0.0,0.2315460927784443,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.\nTranslation:'}]}]",False,,syr,False,None,None,None
Blobheart:command-r,نظريتين منتشرين للمحتوى هن التسلسل الهرمي لنظرية الاحتياجات لماسلو ونظرية العامل التاني لهيرتسبرج.,['ترتيـب الاحتياجـات نظريـة ماسـلو ونظريـة العاملين لهيرزبرغ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecf0b4c0>,8.65479767202274,22.164255334793165,0.0,0.03424874693155289,0.0,0.10768900625407696,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Two popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTwo popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.\nTranslation:""}]}]",False,,syr,False,None,None,None
Blobheart:command-r,توصلت لهيدا الاستنتاج بسبب التعليقات الإيجابية والتشجيعات الكتيرة اللي بعتلها ياها رجال ونسوان شجعوها على اعتبار أدوية منع الحمل ضرورة طبية.,['توصّلت إلى هذا الاستنتاج بسبب تعدد التعليقات الإيجابية والتشجيع التي أرسلت لها من أفراد من الجنسين يحثون على اعتبار موانع الحمل دواءً ضرورياً.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecf0b0d0>,27.470666591801645,43.912460137142084,0.0,0.03967657685279846,0.0,0.13838949403725564,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nShe came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.\nTranslation:'}]}]",False,,syr,False,None,None,None
