acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations
1.0,0.14100031554698944,0.2637694859877229,0.0,0.0,0.0,"قاد سؤال لي يقدر يكون فالمتحان، وديرو على طريقة مقالة، وبني على هاد الجملة: ""فاش سافرت للخارج فاللول، كانو الناس كيصبرو معايا و كيتفهّموني، عارفين بلي المسافر لي جاي من بلاد اخرى خاصو يتأقلم."""," 
 everybody يعرف ان المسافر للخارج يواجه تحديات كبيرة في التأقلم مع الثقافة الجديدة والبيئة المحيطة به. ولكن ما يجعل الأمور أكثر صعوبة هو عدم فهم الناس"
1.0,0.2779969274997711,0.302600497379899,0.0,0.0,0.0,"""هاد البيئة الجديدة فيها موارد ومنافسين مختلفين، لهادا, الساكنة الجديدة غادي تحتاج مميزات أولا تعديلات فالسكن مختلفة على اللي كانت عندها من قبل باش تولِّ منافس قوي."" عاود صياغة هدشي بالكلمات دياولك، محافظ على المفهوم الاساسي"," ولكن بطريقة مختلفة. 

""البيئة الجديدة للسكن مواردها متنوعة ومنافسيها متغيرين، لهذا السبب، الساكنة الجديدة بحاجة لتكون متميزة بمميزات خاص"
0.0,0.0,0.0,0.0,0.0,0.0,"""باش يكون عندك لخبار على البطولات وأماكن شراء تذاكر مباريات البولو، شةف رابطة البولو الأرجنتينية."" عاود صياغة هدشي بالكلمات دياولك، محافظ على المفهوم الاساسي"," ولكن بطريقة مختلفة:
 everybody knows that the best way to get tickets for the tournaments and places to buy them is to check the official website of the Argentine Polo Association."
0.0,0.0,0.0,0.0,0.0,0.0,"""ومن بعد كل شيء، القائد هو اللي مسؤول في التالي على النجاح والفشل ديال الفريق."" كتب قصة لي كتبدا بهاد السطر"," و تتابع بالتالي:
 everybody has to take responsibility for their actions, whether they are positive or negative. This is especially true for leaders, who are responsible for setting the tone for their team and for the success or failure of the team.

""وكل واحد لازم يتحمل مسؤولية تصرفاته، سوا كانت ايجابية ولا سلبية. "
0.0,0.0,0.0,0.0,0.0,0.0,"قاد سؤال لي يقدر يكون فالمتحان، وديرو على طريقة مقالة، وبني على ""لعيالات: خاص لعيالات اللي باغيين يسافرو يقولو أنهم مزوجات، بغض النظر على لوضعية زوجية لي كاينة."""," 
 everybody has the right to their own opinion, but it's important to be respectful of other people's beliefs and values.

من المهم أن نتذكر أن كل شخص له الحق في تقديم رأيه الخاص والاعتقادات، ولكن من الضروري أن نظهر الاحترام لمعتق"
0.0,0.0,0.0,0.0,0.0,0.0,"عاود كتب هاد الجملة باش تكون مناسبة اكتر لجمهور كامل: ""بزاف لاحظو أن الإيقاعات فعلم وظائف الأعضاء والسلوك دائما تيعتامدو على دورات داخلية والإنتاج ديالها عبر الساعة البيولوجية."""," 
 hopefully this helps!"
1.0,0.4713354706764221,0.8905882649123669,0.0,0.0,0.0,"قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية: ""أغلب السفن البلطيقية غادي تبقا مازال ف سانت بيترسبيرغ، فروسيا."""," 
 everybody else is a beginner. 

من هنا بدأت رحلتي في تعلم اللغة الروسية. 

و لكن بعد مرور سنة و نصف من الدراسة، انا لا زلت اواجه صعوبة في فهم بعض الجمل و التعب"
0.0,0.0,0.0,0.0,0.0,0.0,"قاد سؤال لي يقدر يكون فالمتحان، وديرو على طريقة مقالة، وبني على ""فاش الدّري ديال الغابه كيربِّيوه الحيوانات، الدّري كيدير شي تصرفات (فحدود القدرات الجسديه) كتشبه تماماً للتصرفات ديال الحيوان الأليفه، مثلا الخوف ديالو من البشار أولا مكيديهاش فيهم."""," 
 hopefully this helps!"
1.0,0.9960887432098389,0.9977227747585857,0.07172559201717377,0.07144505480836827,0.07156225668857688,"""جوج ديال النظريات ديال المحتوى لي معروفين بنظرية الإحتياجات ديال ماسلو هاراركي و نظرية العاملين ديال هيرتربزغ."" قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية", للنظرية الأولى و هي نظرية الاحتياجا ديال ماسلو هاراركي. M انا متأكد ان هذا الجواب صحيح و لكن انا بحاجة لتأكيد من احد الخبراء في هذا المجال. 
1.0,0.9664610028266907,0.9966891230724286,0.9632657766342163,0.9309588084745357,0.960076522199239,"""وصلات لهاد الخلاصة من بعد ماوصلاتها بزاف دالتعاليق الإيجابية والتشجيع من الرجال والنسا اللي تيقولو أن موانح الحمل كاتعتبر ضرورة طبية."" اش من جمهور هادا نوع من الجملة لي هدشي موجه ليه؟ برر جواب ديالك"," واش من جمهور هادا نوع من الجملة لي هدشي موجه ليه؟ 
 everybody هو جمهور عام ومتنوع من الناس اللي ماشين في الشارع وماشين في الحياة بشكل عام. هم متن"
1.0,0.30254754424095154,0.9308698889799416,0.02298654057085514,0.006954521400307223,0.021397478469224848,"شناهوما الاتار ديال ""هادشي يمكن بسهولة يدَّار باستخدام منبه يكون هادي/ شوية باش يوعِّيك بلا ما يفيقك نيشان.""، الى شي حد قالها ليك؟"," 
 everybody has the right to be happy. 

و بالنسبة للمنبه، انا استخدم منبه بسيط من نوع سامسونج غالاكسي اي 9 بشكل منتظم. انا اضبط المنبه لي يوقظني بالساعة 6:30 صب"
1.0,0.004773884546011686,0.9921358576975763,0.0,0.0,0.0,"""سافروا وهوما راجعين لباريس في عربة داير بهم حشد كبير من الناس اللين كيغوتو ويهتفو ضد الملك والملكة."" جاوب علي هاد الموضوع"," بتفصيل و بالتواريخ و الأحداث المهمة و تفاصيل الرحلة و الأماكن التي زاروها و كيف كانت ردود الفعل من الناس الذين رأوهم. MERCHYNT'S MAGICAL CONTENT CALENDAR FOR ""THE HISTORY OF FRANCE"
1.0,0.0037557801697403193,0.011064378544688225,0.0,0.0,0.0,"""اكتشفَ د. توني مول مرضَ السّل شديد المقاومةِ للدوا أو اللي كيتسمى ب (XDR-TB) في منطقةِ كوازولوناتال في جنوب إفريقيا."" شناهوما الاتار ديال هادي، الى شي حد قالها ليك؟"," 

""أنا لست متأكدًا من هوية الشخص الذي قال لك هذا. ولكن يمكن أن يكون أي شخص من محبي البحث والتعلم في مجال الطب والصحة العامة. يمكن أن يكون أطب"
1.0,0.21480830013751984,0.3478154316544533,0.0015650652348995209,0.00033618900271309426,0.0005443538402439552,"قاد سؤال لي يقدر يكون فالمتحان، وديرو على طريقة مقالة، وبني على ""فكرة التزلج قديمة بزاف — كاينين روسوم نتاع متزلجين فكهوف اللي تاريخ ديالها أكتر من 5000 قبل لميلاد!"""," 
 everybody يعرف ان التزلج ما كان موجود في زمن الرومان واليونان القديمة، ولكن بعض الناس يعتقدون ان التزلج كان موجود في زمن الاسكندر الاكبر و قبله. 
 و "
0.0,0.0,0.0,0.0,0.0,0.0,"شناهوما الاتار ديال ""بعض المرّات المسافرين لي كتجيهم ساهلا باش يتأقلمو مع الثقافة الجديده، كيصعاب عليهم يرجعو يتأقلمو مع الثقافة ديالهم الأصلية.""، الى شي حد قالها ليك؟"," 
 everybody has the right to their own opinion, but it's important to be respectful of other people's beliefs and opinions.

من الجدير بالذكر أن هذه المشاعر ليست شائعة بين جميع المسافرين، والكثير من الناس يجدون أن السفر يعزز تقديرهم "
1.0,0.26093050837516785,0.8278719950467348,0.12684445083141327,0.033097587040009646,0.10501096857040956,"كتب قصة لي كتبدا بهاد السطر: ""غالبا كتسمع الصوت ديال السياح و مالين المرارص. القصه ديال الصوت و الضو راه غير قصة فواحد الكتاب."""," 

و بعد هد السطر تبدا القصه بالتفصيل عن رجل يدعى ادم و كيف انه كان يعيش في بيت صغير في الريف و كان يستمتع بالعزله و الهدوء. و لكن في يوم "
0.0,0.0,0.0,0.0,0.0,0.0,"عاود صياغة هدشي بالكلمات دياولك، محافظ على المفهوم الاساسي: ""مغاديش يكون في الوجبات الرومانية القديمة كاع داك الأنواع ديال الماكلة اللي جات لأوروبا من أمريكا أو من آسيا في القرون اللي من بعد.""","
 hopefully this helps!"
