acc,prob,macro_prob,dialectness,score,macro_score,_raw_turns,desired_output_dialect,generations
1.0,0.005667426157742739,0.009036402741912752,0.023940984159708023,0.0001356837598688338,0.00021634037490487535,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'جاوب على شي موضوع لي كيبدا بـ""واش كاين شي مضيفات كيهدرو اللغة اليابانية؟""'}]}]",mar,"[' - :: Flying Way ::\n15-02-2015, 05:20 AM رقم المشاركة : [ 1 ]\nمعدل تقييم المستوى: 1476\nالسلام عليكم ورحمة الله وبركاته،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،']"
1.0,0.9957740902900696,0.9976573604071746,0.04056163877248764,0.040390228949348295,0.04046661747154933,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية: ""قهوة بالكريم والسكر، عافاك.""'}]}]",mar,"['\n\nالجواب \nالجواب هو: ""قهوة بالكريم والسكر، عافاك.""\n\nمراجع \n\nأعمال في 2017\nأعمال في 2021\nأعمال في القرن 21\nأعمال ما بعد الحداثة\nأعمال هجائية\nأعمال هجوية\nأعمال هجوية أمريكية\nأعمال هجوية بريطانية\nأعمال هجوية كندية\nأعمال هجائية\nأعمال هجائية أمريكية\nأعمال هجائية بريطانية']"
1.0,0.9957104921340942,0.99708567369089,0.01329090166836977,0.013233890241118318,0.013252167643965846,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""كاين شي مضيفة متهدر باليابانية؟"" قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية'}]}]",mar,"[' فالتعليم فالمغرب - كود: جريدة إلكترونية مغربية شاملة.كود: جريدة إلكترونية مغربية شاملة. ""كاين شي مضيفة متهدر باليابانية؟"" قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية فالتعليم فالمغرب - كود: جريدة إلكترونية مغربية شاملة.\nالرئيسية > آراء > “كا']"
1.0,0.9960876703262329,0.9972204889345448,0.8711357116699219,0.8677275415752774,0.8687143803198222,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية: ""ضيعت علامة الاستلام ديالي.""'}]}]",mar,"['\n\nواش ممكن نعاودو نرسلو ليه؟\n\nنعم، ممكن نعاودو نرسلو ليه.\n\nكيفاش؟\n\nغادي نتبعو نفس الخطوات اللي درنا فالسؤال السابق، ولكن هاد المرة غادي نختارو ""إعادة إرسال علامة الاستلام"" فالسطر الأخير.\n\n![](/assets/reissue-receipt.png)\n\nو']"
1.0,0.00576745392754674,0.012585775228217244,0.9310608506202698,0.005369850559694883,0.011718122589699467,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""خليونا مجموعين نناقشو هاد الموضوع كثر."" عاود صياغة هدشي بالكلمات دياولك، محافظ على المفهوم الاساسي'}]}]",mar,"['.\n""خليونا مجموعين نناقشو هاد الموضوع كثر.""\nعاود صياغة هدشي بالكلمات دياولك، محافظ على المفهوم الاساسي.\n""خليونا مجموعين نناقشو هاد الموضوع كثر."" عاود صياغة هدشي بالكلمات دياولك، محافظ على المفهوم الاساسي.\n""خليونا مجموعين نناقشو هاد الموضو']"
1.0,0.9953534603118896,0.996752122824546,0.0498066321015358,0.0495752036087449,0.04964486627794698,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""بغيت نشوف الميناء."" شناهوما الاتار ديال هادي، الى شي حد قالها ليك؟'}]}]",mar,"[' - كود: جريدة إلكترونية مغربية شاملة.كود: جريدة إلكترونية مغربية شاملة. ""بغيت نشوف الميناء."" شناهوما الاتار ديال هادي، الى شي حد قالها ليك؟ - كود: جرMultiplier 1x2 Bonus - Casino Bonus Centerhttps://www.casinobonuscenter.com/multipliers/1x2-bonus.html\u200eThe best 1x2']"
1.0,0.9963024854660034,0.9972585183131741,0.33553871512413025,0.33429805584824024,0.33461884188139634,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""في كاين أقرب كيميائي؟"" شناهوما الاتار ديال هادي، الى شي حد قالها ليك؟'}]}]",mar,"[' - كود: جريدة إلكترونية مغربية شاملة.كود: جريدة إلكترونية مغربية شاملة. ""في كاين أقرب كيميائي؟"" شناهوما الاتار ديال هادي، الى شي حد قالها ليك؟ - كود: جرMultiplier\nالرئيسية الرئيسية “في كاين أقرب كيميائي؟” شناهوما الاتار ديال هادي، الى شي حد قالها ليك؟']"
1.0,0.9961671233177185,0.9971032049652422,0.8422863483428955,0.839057968638528,0.8398464174311715,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""كنظن بلي هادا المناظر الطبيعية الخلابة."" قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية'}]}]",mar,"['.\n\n""كنظن بلي هادا المناظر الطبيعية الخلابة."" قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية.\n\n""كنظن بلي هادا المناظر الطبيعية الخلابة."" قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية.\n\n""كنظن بلي هادا المناظر الطبيعية الخلابة."" قاد واحد الجواب']"
1.0,0.9960870742797852,0.9969873444206314,0.27435243129730225,0.27327891061247556,0.2735259019144411,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'كتب قصة لي كتبدا بهاد السطر: ""شكون اللي غيلعب في قاعة الحفلات الموسيقية اليوم؟""'}]}]",mar,"[' - كود: جريدة إلكترونية مغربية شاملة.كود: جريدة إلكترونية مغربية شاملة. كتب قصة لي كتبدا بهاد السطر: ""شكون اللي غيلعب في قاعة الحفلات الموسيقية اليوم؟"" - كود: جر\nالرئيسية > ميديا > كتب قصة لي كتبدا بهاد السطر: “شكون اللي غيلعب في قاعة الحفلات الموسيقية اليوم؟”\n12']"
0.0,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""ديني للمستشفى."" قاد سؤال لي يقدر يكون فالمتحان، وديرو على طريقة مقالة، وبني على هاد الجملة'}]}]",mar,"['.\n""ديني للمستشفى."" قاد سؤال لي يقدر يكون فالمتحان، وديرو على طريقة مقالة، وبني على هاد الجملة. ""ديني للمستشفى."" قاد سؤMultiplier les échanges entre les deux rives de la Méditerranée, tel est l’objectif de l’association «Les Amis de la Méditerranée». Pour ce faire, elle a organisé, du 15 au 21 avril, une rencontre entre des jeunes marocains']"
1.0,0.9951199889183044,0.9977539729879936,0.8344700336456299,0.8303978106340963,0.8325957914093519,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'عاود كتب هاد الجملة باش تكون مناسبة اكتر لجمهور كامل: ""أوه، والو. كنتي هنا، على أي حال.""'}]}]",mar,"['\n\nعاود كتب هاد الجملة باش تكون مناسبة اكتر لجمهور كامل: ""أوه، والو. كنتي هنا، على أي حال.""\n\nعاود كتب هاد الجملة باش تكون مناسبة اكتر لجمهور كامل: ""أوه، والو. كنتي هنا، على أي حال.""\n\nعاود كتب هاد الجملة باش تكون مناسبة اكتر لجمهور كامل: ""أوه، والو. كنت']"
1.0,0.9960845708847046,0.9974801619682694,0.8622347116470337,0.8588586927528326,0.8600620198283472,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'كمل هاد المقطع ورجعو قصة: ""كنتي مفترض تأخذ الرحلة ثمنية جوج صفر، اللي مشات قبل خمسة عشر دقيقة. واخا. يمكنلي نرتب ليك رحلة أخرى.""'}]}]",mar,"['\n""أنا ما بغيتش رحلة أخرى. أنا بغيت رحلة ثمنية جوج صفر. أنا كنت هنا قبل خمسة عشر دقيقة.""\n""أنا آسف، سيدي. الرحلة ثمنية جوج صفر مشات. ما كاينش حتى رحلة أخرى حتى غدا.""\n""ما كاينش حتى رحلة أخرى حتى غدا؟""\n""لا، سيدي. ما كاينش حتى رحلة أخرى حتى']"
1.0,0.41316133737564087,0.9836151762865484,0.5679823160171509,0.23466833329135994,0.558676025896852,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'قاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية: ""الأسنان ضعيفة.""'}]}]",mar,"['\n\nقاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية: ""الأسنان ضعيفة.""\n\nقاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية: ""الأسنان ضعيفة.""\n\nقاد واحد الجواب  لي فيه هاد الجملة كشيحاجا اساسية: ""الأسنان ضعيفة.""\n\nقاد واحد الجواب  لي فيه']"
