acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations
1.0,0.004761806223541498,0.07978999195620418,0.507426381111145,0.0024162660995641905,0.040487546867224056,"رد على موضوع يبدأ بـ""بلا عين تبكينى"""," يبدأ بـ""بلا عين تبكينى""
هذا الموضوع مفتوح للنقاش.
بلا عين تبكينى
بلا عين تبكينى
بلا عين تبكينى
بلا عين تبكينى
بلا عين تبكينى
بلا عين تبكينى
بلا عين تبكينى
بلا عين تبكينى
بلا عين تبكينى
بلا عين تبكينى
بلا عين تبكينى
بلا عين"
1.0,0.01076134666800499,0.0452039847150445,0.9488861560821533,0.010211292874070743,0.04289343529585499,"عيد صياغة ""لا تطول حبيبي أنا خايف من بكرة"" لتكون مناسبة اكتر  للناس الحاضرين","
لا تطول حبيبي
حبيبي أنا خايف من بكرة
لا تطول حبيبي
لا تطول حبيبي
حبيبي أنا خايف من بكرة
لا تطول حبيبي
حبيبي
حبيبي
لا تطول حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبيبي
حبي"
1.0,0.02476617693901062,0.06574623053893447,0.0,0.0,0.0,"اكتب هاي الجملة بطريقتك وحافظ على المعنى الاصلي: ""بلا صراخ وصوت قناص يضحك بقتل ابوى ييتمنى""", يعتبر هذا الجملة من أكثر الجمل المثيرة للجدل وذات المعنى العميق والغامض الذي يخفي وراءه العديد من الحقائق والمفاهيم. يمكن أن تعبر هذه الجملة عن مشاعر واضحة أو غير واضحة، ويمكن أن تكون تعبيرًا عن مشاعر سلبية أو إيجابية، أو حتى تعبيرًا عن عدم التعبير عن مشاعر. في هذا السياق، يمكن أن تكون الجملة تعبيرًا عن مشاعر سلبية، حيث يظهر فيها صوت قناص وهو يضح
0.0,0.0,0.0,0.0,0.0,0.0,"""ولا م الليل يدبحنى"" عيد صياغة هاي الجملة لتكون مناسبة اكتر  للناس الحاضرين"," فى المناسبة.
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" يدبحنى
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" عيد
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" صياغة
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" """
1.0,0.0015344149433076382,0.023170846397988498,0.8350296020507812,0.0012812818994909492,0.019348342646892114,"صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي: ""حكاوينا بتشبه بعض لكن لسه"""," و""حكاوينا بتشبه بعض لكن لسه بتحسن"" و""حكاوينا بتشبه بعض لكن لسه بتحسن وتطورت"" و""حكاوينا بتشبه بعض لكن لسه بتحسن وتطورت وبقى لسه قدام"". و""حكاوينا بتشبه بعض لكن لسه بتحسن وتطورت وبقى لسه قدام وبقى لسه مش هتروح"". و""حكاوينا بتشبه بعض لكن لسه بتحسن وتطورت وبقى لسه قدام وبقى لسه مش"
0.0,0.0,0.0,0.0,0.0,0.0,"""و شوفتك في حضنه بتقولي الكلام اللي قولتي متقالش الا ليك"" شو هي نتائج هاد إذا حدا قلك ياه؟","

html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" قلك
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" ياه
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" ياه
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR"
1.0,0.03005622699856758,0.8651307976106182,0.22933316230773926,0.006892889584620754,0.19840318162585982,"""انا عايش غربة ايامي صعبة"" اكتب قصة بتبلش بهاي الجملة","
حسناً بالتأكيد. هنا قصة بتبلش بهاي الجملة:
كانت الحياة في البلاد دائماً متقلبة، لكن مع بداية الصيف، أصبح كل شيء يبدو مختلفاً. كان الناس يخرجون من بيوتهم في الصباح الباكر، ويتجهون إلى الشواطئ، حيث كانوا يبقون حتى الليل، يلعبون في البحر، ويستمتعون بجمال الطبيعة.
لكنني لم أكن مثل الآخرين. كان لدي مشكلة، كانت غرب"
1.0,0.019093282520771027,0.12076420988887548,0.252854585647583,0.004827824040441797,0.030535784252509357,"شو هي نتائج ""ورفقاتى ببكاهم ينادونى"" إذا حدا قلك ياه؟","""
حسناً. إذا كنت ترغب في الحصول على النتائج التي تلي كلمة ""ورفقاتى ببكاهم ينادونى"" إذا حدا قلك ياه؟"", فمن المتوقع أن تكون النتائج هي:
النص:
أقول: ""لَولى إِنَّهُ لَيسَ لَكُم مِنَ اللَّهِ غَنيٌّ وَلا مُعينٌ""، قيل: ""أَفلا تُؤَدُّونَ الدِيانَةَ وَتُحَذِّ"
1.0,0.0054528238251805305,0.01380836870521307,0.07038803398609161,0.00038381354872697726,0.0009719439257150214,"""بعدنا خلاص، انا وانت خلاص تايهين ما بين الناس"" صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي"," في أسلوبه الأدبي. في هذه الحلقة نناقش معاه أسلوبه في الكتابة و ما هي الكلمات التي تجعله يبدو مبدعا. 
في هذه الحلقة من مسلسل ""وعد""، نرى كيف يصيب الناس بالذهول عندما يجدون أسلوبا مبدعا في الكتابة. في هذه الحلقة نناقش معاه أسلوبه في الكتابة و ما هي الكلمات التي تجعله يبدو مبدعا. 
في هذه الحلقة من مسلسل ""و"
1.0,0.17600810527801514,0.7688560299575329,0.059281084686517715,0.010433951394499541,0.04557861942365231,"صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي: ""بالثواني والساعات عم بنطر حبيبي""","، وتأتي هذه الصيغة في صورة شعر، حيث يتم تعديلها لتشمل الكلمات الموجودة في الجملة. يركز الشعر على العلاقة بين الشخصين، ويتضمن كلمات مثل ""الطبع""، ""النظرة""، و""الحبيب"". في النهاية، يُدرج الشعر في صيغة رد مبدع.

شعر:
حبيبي، بالثواني والساعات عم بنطر
طبعك في كل مكان
نظرتك في كل لحظة
عينيك في كل"
0.0,0.0,0.0,0.0,0.0,0.0,"""مابقتش اخاف م الليل مابقتش اخاف م الليل مابقتش اخاف م الليل"" عيد صياغة هاي الجملة لتكون مناسبة اكتر  للناس الحاضرين"," في البيت
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" مابقتش
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" الليل
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"" مابقتش
html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://"
