estimator,generations,finish_reasons,turns,acc,line_acc,en_word%,out_of_range_word%,has_word_codeswitch,has_line_codeswitch,prob,line_prob,macro_prob,line_macro_prob,dialectness,line_dialectness,score,macro_score,prob_Algerian_Arabic,prob_Bahrani_Arabic,prob_Egyptian_Arabic,prob_Iraqi_Arabic,prob_Jordanian_Arabic,prob_Kuwaiti_Arabic,prob_Lebanese_Arabic,prob_Libyan_Arabic,prob_Moroccan_Arabic,prob_Omani_Arabic,prob_Palestinian_Arabic,prob_Qatari_Arabic,prob_Saudi_Arabic,prob_Sudanese_Arabic,prob_Syrian_Arabic,prob_Tunisian_Arabic,prob_Emirati_Arabic,prob_Yemeni_Arabic,sample_id,tokens,too_few_tokens,line_preds,line_preds_list,en_words,out_of_range_words,out_of_range_blocks,_raw_turns,_3,_4,_5,_6,_7,_8,from_cache,documents,desired_output_language,desired_output_dialect,error,error_traceback,completion,chat_preamble
OpenAIAPI:gpt-4o-2024-08-06,['قطوة تلعب في الحوش،  \nفأر يركض بلا خفوش،  \nكلب ينبح في الدرب،  \nفأر يختبئ في الجرب،  \nقطوة تراقب من بعيد،  \nكلب يركض ويعيد،  \nفأر يهرب في الظلام،  \nقطوة تلاحقه بسلام،  \nكلب يحرس البيت،  \nفأر يختفي في الزيت،  \nقطوة تنام'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c0686c2e0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,[],True,nan,nan,nan,nan,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Write a 100 word poem in Kuwaiti Arabic including the words cat, mouse and dog. You should begin every line of the poem with either of the given words and rhyme the end of every line should rhyme. Just give me the poem with no prefacing text.'}]}]",Start,in {language_requested},Integrated,224,44,5,False,(),ar,kwt,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['القط يلعب في الحوش  \nالفأر يركض بلا خروش  \nالكلب ينبح في الدوش  \nالقط يراقب من فوق العروش  \nالفأر يختبئ في الجحوش  \nالكلب يحرس بلا غشوش  \nالقط يموء بصوت مخشوش  \nالفأر يهرب من كل نقوش  \nالكلب يلاحق بلا فتوش  '],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7c0674a160>,1.0,1.0,0.0,0.0,0.0,0.0,0.0005509349284693599,0.002186658326536417,0.004533194471150637,0.1938372473232448,0.4700222313404083,0.10429976414889097,0.0002589516644025368,0.0021307021804302245,0.007772232871502638,0.0003761127882171422,0.026027582585811615,0.0009108177036978304,0.0008007509750314057,0.0005509349284693599,0.0033687246032059193,0.6013702750205994,0.0033392177429050207,0.0011199724394828081,0.00413294043391943,0.0004470312560442835,0.0007862818893045187,0.0012086535571143031,0.0009410686907358468,0.34516286849975586,0.0003420434659346938,0.0013425411889329553,378,"['القط', 'يراقب', 'من', 'فوق', 'العروش', 'الفأر', 'يهرب', 'من', 'كل', 'نقوش']",False,"0. [ar]: القط يراقب من فوق العروش  
1. [ar]: الفأر يهرب من كل نقوش  ","[True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Write a 100 word poem including the words cat, mouse and dog. You should begin every line of the poem with either of the given words and rhyme the end of every line should rhyme. Reply in Kuwaiti Arabic. Just give me the poem with no prefacing text.'}]}]",Middle,reply in {language_requested},Stand alone,224,44,5,False,(),ar,kwt,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['القط يلعب في الظلام،  \nالفأر يهرب بلا سلام،  \nالكلب ينبح في الأحلام،  \nالقط يراقب باهتمام،  \n\nالفأر يختبئ خلف الأعلام،  \nالكلب يبحث عن انسجام،  \nالقط يخطو بخطى النظام،  \nالفأر يرقص في الأوهام،  \n\nالكلب يركض نحو الأمام،  \nالقط ينام بعد الكلام،'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c0674a430>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,[],True,nan,nan,nan,nan,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Write a 100 word poem including the words cat, mouse and dog. You should begin every line of the poem with either of the given words and rhyme the end of every line should rhyme. Just give me the poem with no prefacing text. Respond in Kuwaiti Arabic'}]}]",End,respond in {language_requested},Stand alone,224,44,5,False,(),ar,kwt,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['1. شلون كانت تجربتك في برنامج التدريب اللي ركز على Microsoft Office Suite والتطبيقات التجارية الثانية؟ وشلون هالتجربة ساعدتك في تطوير مهاراتك كـ Office Specialist؟\n\n2. خلال فترة التدريب اللي سويتها كـ Junior Help Desk Technician، شنو كانت أبرز التحديات اللي واجهتها في تقديم الدعم الفني لأكثر من 200 مستخدم، وشلون تعاملت معاها؟\n\n3. شلون استفدت من مهاراتك في Azure'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c0674ac10>,1.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0066342600621283054,0.01212103758007288,0.9795286461012438,0.9738340131007135,0.5462929010391235,0.5018813212712606,0.003624249175588068,0.5351095457295735,0.0007847169763408601,0.054598119109869,0.0004437443276401609,0.0013603047700598836,0.0012547398218885064,0.0066342600621283054,0.0005665990174748003,0.0004035565070807934,0.013224747031927109,0.004095687065273523,0.0008161053410731256,0.06168927624821663,0.0029854867607355118,0.0004724189930129796,0.0007618590607307851,0.0005409372970461845,0.8481655120849609,0.001201922888867557,112105,"['1', 'شلون', 'كانت', 'تجربتك', 'في', 'برنامج', 'التدريب', 'اللي', 'ركز', 'على', 'Microsoft', 'Office', 'Suite', 'والتطبيقات', 'التجارية', 'الثانية؟', 'وشلون', 'هالتجربة', 'ساعدتك', 'في', 'تطوير', 'مهاراتك', 'كـ', 'Office', 'Specialist؟', '2', 'خلال', 'فترة', 'التدريب', 'اللي', 'سويتها', 'كـ', 'Junior', 'Help', 'Desk', 'Technician', 'شنو', 'كانت', 'أبرز', 'التحديات', 'اللي', 'واجهتها', 'في', 'تقديم', 'الدعم', 'الفني', 'لأكثر', 'من', '200', 'مستخدم', 'وشلون', 'تعاملت', 'معاها؟', '3', 'شلون', 'استفدت', 'من', 'مهاراتك', 'في', 'Azure']",False,"0. [ar]: 1 شلون كانت تجربتك في برنامج التدريب اللي ركز على Microsoft Office Suite والتطبيقات التجارية الثانية؟ وشلون هالتجربة ساعدتك في تطوير مهاراتك كـ Office Specialist؟
1. [ar]: 2 خلال فترة التدريب اللي سويتها كـ Junior Help Desk Technician شنو كانت أبرز التحديات اللي واجهتها في تقديم الدعم الفني لأكثر من 200 مستخدم وشلون تعاملت معاها؟
2. [ar]: 3 شلون استفدت من مهاراتك في Azure","[True, True, True]",[],"['Microsoft', 'Office', 'Suite', 'Office', 'Specialist؟', 'Junior', 'Help', 'Desk', 'Technician', 'Azure']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Arabic', 'Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Please reply in Kuwaiti Arabic.\n\nThe following text is from my resume:\n""Ofﬁce Specialist\n● Completed a six-month program focused on Microsoft Office Suite and other widely used business\napplications.\n● Received a certificate of completion for the program.\n● Completed a three-month internship as a Junior Help Desk Technician, where I provided technical \nsupport to over 200 users.\n\nSKILLS\n● Microsoft Azure, Azure DevOps, Azure AD, Azure SQL, PowerShell, Python, JavaScript, TypeScript,\n.NET Core, SQL, MySQL, PostgreSQL, MongoDB, HTML, CSS, Java, and JavaScript.\n● Cloud Architecture, IT Infrastructure Design, Network Security, IT Security, Risk Management,\nData Center Design, and IT Project Management.\n● Fluent in English and Mandarin.""\nI am preparing for a behavioral interview for a Azure Architect role. Generate 3 questions from my resume related to my education, work experience, projects:'}]}]",Start,reply in {language_requested},Stand alone,867,117,3,False,(),ar,kwt,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['أكيد، هنا ثلاث أسئلة ممكنة بناءً على سيرتك الذاتية للتحضير لمقابلة سلوكية لدور Azure Architect:\n\n1. ممكن تشرح لي كيف ساعدتك خبرتك كـ Junior Help Desk Technician في تطوير مهاراتك في تقديم الدعم الفني وكيف ممكن تستفيد من هالتجربة في دورك كـ Azure Architect؟\n\n2. شنو كان أكبر تحدي واجهته خلال برنامج التدريب اللي ركز على Microsoft Office Suite والتطبيقات التجارية الأخرى،'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c0674af40>,1.0,1.0,0.0,0.1774193548387097,0.0,0.0,0.002664778381586075,0.00276413862593472,0.23287132242694497,0.6415083275642246,0.1697683036327362,0.21697457879781723,0.00045239490539905614,0.039534169373134406,0.0030233943834900856,0.007220341358333826,0.000682197802234441,0.0029634551610797644,0.0012541920877993107,0.002664778381586075,0.0007749295327812433,0.0023004610557109118,0.7531105279922485,0.00628915848210454,0.0007519994978792965,0.11007926613092422,0.0027809643652290106,0.0009097293950617313,0.0015043346211314201,0.0016841661417856812,0.10087335854768753,0.0011327634565532207,112105,"['أكيد', 'هنا', 'ثلاث', 'أسئلة', 'ممكنة', 'بناءً', 'على', 'سيرتك', 'الذاتية', 'للتحضير', 'لمقابلة', 'سلوكية', 'لدور', 'Azure', 'Architect', '1', 'ممكن', 'تشرح', 'لي', 'كيف', 'ساعدتك', 'خبرتك', 'كـ', 'Junior', 'Help', 'Desk', 'Technician', 'في', 'تطوير', 'مهاراتك', 'في', 'تقديم', 'الدعم', 'الفني', 'وكيف', 'ممكن', 'تستفيد', 'من', 'هالتجربة', 'في', 'دورك', 'كـ', 'Azure', 'Architect؟', '2', 'شنو', 'كان', 'أكبر', 'تحدي', 'واجهته', 'خلال', 'برنامج', 'التدريب', 'اللي', 'ركز', 'على', 'Microsoft', 'Office', 'Suite', 'والتطبيقات', 'التجارية', 'الأخرى']",False,"0. [ar]: أكيد هنا ثلاث أسئلة ممكنة بناءً على سيرتك الذاتية للتحضير لمقابلة سلوكية لدور Azure Architect
1. [ar]: 1 ممكن تشرح لي كيف ساعدتك خبرتك كـ Junior Help Desk Technician في تطوير مهاراتك في تقديم الدعم الفني وكيف ممكن تستفيد من هالتجربة في دورك كـ Azure Architect؟
2. [ar]: 2 شنو كان أكبر تحدي واجهته خلال برنامج التدريب اللي ركز على Microsoft Office Suite والتطبيقات التجارية الأخرى","[True, True, True]",[],"['Azure', 'Architect', 'Junior', 'Help', 'Desk', 'Technician', 'Azure', 'Architect؟', 'Microsoft', 'Office', 'Suite']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Arabic', 'Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': 'The following text is from my resume:\n""Ofﬁce Specialist\n● Completed a six-month program focused on Microsoft Office Suite and other widely used business\napplications.\n● Received a certificate of completion for the program.\n● Completed a three-month internship as a Junior Help Desk Technician, where I provided technical \nsupport to over 200 users.\n\nSKILLS\n● Microsoft Azure, Azure DevOps, Azure AD, Azure SQL, PowerShell, Python, JavaScript, TypeScript,\n.NET Core, SQL, MySQL, PostgreSQL, MongoDB, HTML, CSS, Java, and JavaScript.\n● Cloud Architecture, IT Infrastructure Design, Network Security, IT Security, Risk Management,\nData Center Design, and IT Project Management.\n● Fluent in English and Mandarin.""\nRespond in Kuwaiti Arabic. I am preparing for a behavioral interview for a Azure Architect role. Generate 3 questions from my resume related to my education, work experience, projects:'}]}]",Middle,respond in {language_requested},Stand alone,867,117,3,False,(),ar,kwt,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,['أكيد، هنا ثلاث أسئلة ممكن تُطرح عليك في المقابلة بناءً على سيرتك الذاتية:\n\n1. ممكن تشرح لنا كيف استفدت من برنامج التدريب اللي ركز على Microsoft Office Suite في تطوير مهاراتك التقنية وكيف ساهم في تجهيزك لدورك كـ Azure Architect؟\n   \n2. خلال فترة التدريب كـ Junior Help Desk Technician، كيف تعاملت مع التحديات اللي واجهتها في تقديم الدعم الفني لأكثر من 200 مستخدم؟ وكيف ساعد'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c0674a610>,1.0,1.0,0.0,0.13846153846153847,0.0,0.0,0.003803681116551161,0.002719590440392494,0.957535597961396,0.9336014743894339,0.11989684402942657,0.12776343089838824,0.00045604936156880965,0.11480549624140121,0.0011186744086444378,0.013456438668072224,0.0012399187544360757,0.0017291083931922913,0.0021388414315879345,0.003803681116551161,0.00041015323949977756,0.0006787799065932631,0.031027354300022125,0.012754821218550205,0.0008462424739263952,0.01534993015229702,0.018786173313856125,0.0004591211909428239,0.0015405666781589389,0.0005825579282827675,0.891655445098877,0.002422167919576168,112105,"['أكيد', 'هنا', 'ثلاث', 'أسئلة', 'ممكن', 'تُطرح', 'عليك', 'في', 'المقابلة', 'بناءً', 'على', 'سيرتك', 'الذاتية', '1', 'ممكن', 'تشرح', 'لنا', 'كيف', 'استفدت', 'من', 'برنامج', 'التدريب', 'اللي', 'ركز', 'على', 'Microsoft', 'Office', 'Suite', 'في', 'تطوير', 'مهاراتك', 'التقنية', 'وكيف', 'ساهم', 'في', 'تجهيزك', 'لدورك', 'كـ', 'Azure', 'Architect؟', '2', 'خلال', 'فترة', 'التدريب', 'كـ', 'Junior', 'Help', 'Desk', 'Technician', 'كيف', 'تعاملت', 'مع', 'التحديات', 'اللي', 'واجهتها', 'في', 'تقديم', 'الدعم', 'الفني', 'لأكثر', 'من', '200', 'مستخدم؟', 'وكيف', 'ساعد']",False,"0. [ar]: أكيد هنا ثلاث أسئلة ممكن تُطرح عليك في المقابلة بناءً على سيرتك الذاتية
1. [ar]: 1 ممكن تشرح لنا كيف استفدت من برنامج التدريب اللي ركز على Microsoft Office Suite في تطوير مهاراتك التقنية وكيف ساهم في تجهيزك لدورك كـ Azure Architect؟
2. [ar]: 2 خلال فترة التدريب كـ Junior Help Desk Technician كيف تعاملت مع التحديات اللي واجهتها في تقديم الدعم الفني لأكثر من 200 مستخدم؟ وكيف ساعد","[True, True, True]",[],"['Microsoft', 'Office', 'Suite', 'Azure', 'Architect؟', 'Junior', 'Help', 'Desk', 'Technician']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Arabic', 'Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': 'The following text is from my resume:\n""Ofﬁce Specialist\n● Completed a six-month program focused on Microsoft Office Suite and other widely used business\napplications.\n● Received a certificate of completion for the program.\n● Completed a three-month internship as a Junior Help Desk Technician, where I provided technical \nsupport to over 200 users.\n\nSKILLS\n● Microsoft Azure, Azure DevOps, Azure AD, Azure SQL, PowerShell, Python, JavaScript, TypeScript,\n.NET Core, SQL, MySQL, PostgreSQL, MongoDB, HTML, CSS, Java, and JavaScript.\n● Cloud Architecture, IT Infrastructure Design, Network Security, IT Security, Risk Management,\nData Center Design, and IT Project Management.\n● Fluent in English and Mandarin.""\nI am preparing for a behavioral interview for a Azure Architect role. Reply in Kuwaiti Arabic and generate 3 questions from my resume related to my education, work experience, projects:'}]}]",End,in {language_requested},Integrated,867,117,3,False,(),ar,kwt,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,"['Sure! Here are 50 easy-level questions about options trading in Kuwaiti Arabic. As you answer them, keep track of your answers, and at the end, I\'ll help you calculate your percentage grade.\n\n1. شنو يعني ""أوبشن""؟\n2. شنو الفرق بين ""الكول"" و""البوت""؟\n3. شنو يعني ""سترايك برايس""؟\n4. شنو يعني ""إكسبايري ديت""؟\n5. شنو']",['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c0674a880>,1.0,0.75,0.3125,0.6458333333333334,1.0,1.0,0.9299243688583374,0.002726761857047677,0.9870798789197579,0.7420273929019459,0.6751062273979187,0.8253383040428162,0.6277977324253428,0.6663837731979121,0.0011037085205316544,0.010024810209870338,0.0010616822401061654,0.0018536456627771258,0.0010787727078422904,0.9299243688583374,0.0005854098126292229,0.0019042623462155461,0.003069985657930374,0.0025664588902145624,0.0006646246183663607,0.03395412489771843,0.004775905515998602,0.0009241530206054449,0.0008240550523623824,0.0013937442563474178,0.003980564884841442,0.00030964266625232995,918,"['Sure', 'Here', 'are', '50', 'easylevel', 'questions', 'about', 'options', 'trading', 'in', 'Kuwaiti', 'Arabic', 'As', 'you', 'answer', 'them', 'keep', 'track', 'of', 'your', 'answers', 'and', 'at', 'the', 'end', 'Ill', 'help', 'you', 'calculate', 'your', 'percentage', 'grade', '2', 'شنو', 'الفرق', 'بين', 'الكول', 'والبوت؟', '3', 'شنو', 'يعني', 'سترايك', 'برايس؟', '4', 'شنو', 'يعني', 'إكسبايري', 'ديت؟']",False,"0. [en]: Sure Here are 50 easylevel questions about options trading in Kuwaiti Arabic As you answer them keep track of your answers and at the end Ill help you calculate your percentage grade
1. [ar]: 2 شنو الفرق بين الكول والبوت؟
2. [ar]: 3 شنو يعني سترايك برايس؟
3. [ar]: 4 شنو يعني إكسبايري ديت؟","[False, True, True, True]","['questions', 'about', 'options', 'trading', 'answer', 'them', 'keep', 'track', 'your', 'answers', 'help', 'calculate', 'your', 'percentage', 'grade']","['Sure', 'Here', 'are', 'easylevel', 'questions', 'about', 'options', 'trading', 'in', 'Kuwaiti', 'Arabic', 'As', 'you', 'answer', 'them', 'keep', 'track', 'of', 'your', 'answers', 'and', 'at', 'the', 'end', 'Ill', 'help', 'you', 'calculate', 'your', 'percentage', 'grade']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': ""Write in Kuwaiti Arabic. Can you help me learn about options trading? Please give me 50 questions at an easy level. As I answer them, use the notes to keep track of what we're doing and how many questions I get right. Then, at the end, give me a % grade.""}]}]",Start,write in {language_requested},Stand alone,229,47,4,False,(),ar,kwt,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,"['Of course! Here are 50 questions in Kuwaiti Arabic about options trading at an easy level. I\'ll keep track of your answers and calculate your score at the end.\n\n1. شنو معنى ""الأوبشن"" في التداول؟\n2. شنو الفرق بين ""الكول"" و""البوت"" في الأوبشن؟\n3. شنو يعني ""تاريخ الانتهاء"" في عقد الأوبشن؟\n4. شنو المقصود بـ""سعر التنفيذ""؟\n5.']",['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c0674a820>,1.0,0.8,0.25,0.5,1.0,1.0,0.9132258892059326,0.0035941489040851593,0.9872321309521794,0.536660945857875,0.6568505764007568,0.6439655795693398,0.5998529517090105,0.6484639942572865,0.0009450477082282305,0.01803114078938961,0.0008840616210363805,0.0016930792480707169,0.0010447767563164234,0.9132258892059326,0.0005242202314548194,0.0026309394743293524,0.0027566959615796804,0.002369455061852932,0.0006116770091466606,0.04233894124627113,0.005072852596640587,0.0009830999188125134,0.0006420466816052794,0.0013653391506522894,0.004500772804021835,0.0003799617406912148,918,"['Of', 'course', 'Here', 'are', '50', 'questions', 'in', 'Kuwaiti', 'Arabic', 'about', 'options', 'trading', 'at', 'an', 'easy', 'level', 'Ill', 'keep', 'track', 'of', 'your', 'answers', 'and', 'calculate', 'your', 'score', 'at', 'the', 'end', '1', 'شنو', 'معنى', 'الأوبشن', 'في', 'التداول؟', '2', 'شنو', 'الفرق', 'بين', 'الكول', 'والبوت', 'في', 'الأوبشن؟', '3', 'شنو', 'يعني', 'تاريخ', 'الانتهاء', 'في', 'عقد', 'الأوبشن؟', '4', 'شنو', 'المقصود', 'بـسعر', 'التنفيذ؟']",False,"0. [en]: Of course Here are 50 questions in Kuwaiti Arabic about options trading at an easy level Ill keep track of your answers and calculate your score at the end
1. [ar]: 1 شنو معنى الأوبشن في التداول؟
2. [ar]: 2 شنو الفرق بين الكول والبوت في الأوبشن؟
3. [ar]: 3 شنو يعني تاريخ الانتهاء في عقد الأوبشن؟
4. [ar]: 4 شنو المقصود بـسعر التنفيذ؟","[False, True, True, True, True]","['course', 'questions', 'about', 'options', 'trading', 'easy', 'level', 'keep', 'track', 'your', 'answers', 'calculate', 'your', 'score']","['Of', 'course', 'Here', 'are', 'questions', 'in', 'Kuwaiti', 'Arabic', 'about', 'options', 'trading', 'at', 'an', 'easy', 'level', 'Ill', 'keep', 'track', 'of', 'your', 'answers', 'and', 'calculate', 'your', 'score', 'at', 'the', 'end']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': ""Can you help me learn about options trading? Please give me 50 questions written in Kuwaiti Arabic at an easy level. As I answer them, use the notes to keep track of what we're doing and how many questions I get right. Then, at the end, give me a % grade.""}]}]",Middle,written in {language_requested},Integrated,229,47,4,False,(),ar,kwt,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,"['بالطبع، أنا هنا لمساعدتك في تعلم تداول الخيارات. سأطرح عليك 50 سؤالًا بمستوى سهل. بعد كل إجابة، سأقوم بتدوين ملاحظات حول أدائك وعدد الإجابات الصحيحة. في النهاية، سأحسب لك النسبة المئوية لدرجتك. لنبدأ:\n\n1. شنو هو الخيار في التداول؟\n2. شنو الفرق بين خيار الشراء وخيار البيع؟\n3. شنو معنى ""سعر التنفيذ']",['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c0674a0d0>,1.0,1.0,0.0,0.0,0.0,0.0,0.003849595785140991,0.0074006905779242516,0.07206306408625096,0.7873117041308433,0.07698661834001541,0.35602959990501404,0.00029636736147398146,0.005547891611220274,0.016258474439382553,0.001224925392307341,0.001129699987359345,0.009167257696390152,0.0009165906812995672,0.003849595785140991,0.00046278242371045053,0.0019146909471601248,0.9007892608642578,0.017019174993038177,0.0005016401410102844,0.00633490364998579,0.0021543067414313555,0.0010291221551597118,0.0007624104619026184,0.003620763774961233,0.03231289982795715,0.0005515461671166122,918,"['بالطبع', 'أنا', 'هنا', 'لمساعدتك', 'في', 'تعلم', 'تداول', 'الخيارات', 'سأطرح', 'عليك', '50', 'سؤالًا', 'بمستوى', 'سهل', 'بعد', 'كل', 'إجابة', 'سأقوم', 'بتدوين', 'ملاحظات', 'حول', 'أدائك', 'وعدد', 'الإجابات', 'الصحيحة', 'في', 'النهاية', 'سأحسب', 'لك', 'النسبة', 'المئوية', 'لدرجتك', 'لنبدأ', '1', 'شنو', 'هو', 'الخيار', 'في', 'التداول؟', '2', 'شنو', 'الفرق', 'بين', 'خيار', 'الشراء', 'وخيار', 'البيع؟', '3', 'شنو', 'معنى', 'سعر', 'التنفيذ']",False,"0. [ar]: بالطبع أنا هنا لمساعدتك في تعلم تداول الخيارات سأطرح عليك 50 سؤالًا بمستوى سهل بعد كل إجابة سأقوم بتدوين ملاحظات حول أدائك وعدد الإجابات الصحيحة في النهاية سأحسب لك النسبة المئوية لدرجتك لنبدأ
1. [ar]: 1 شنو هو الخيار في التداول؟
2. [ar]: 2 شنو الفرق بين خيار الشراء وخيار البيع؟
3. [ar]: 3 شنو معنى سعر التنفيذ","[True, True, True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Can you help me learn about options trading? Please give me 50 questions at an easy level. As I answer them, use the notes to keep track of what we're doing and how many questions I get right. Then, at the end, give me a % grade. Write in Kuwaiti Arabic please.""}]}]",End,write in {language_requested},Stand alone,229,47,4,False,(),ar,kwt,None,None,None,None
OpenAIAPI:gpt-4o-2024-08-06,"['```json\n{\n    ""محلي"": [\n        ""امرأة محاصرة تحت سيارة بعد أن صدمت بالقرب من ساحة يونج-دونداس"",\n        ""الأطفال يتلقون الرعاية في الممرات مع تدفق الأمراض الفيروسية على قسم الطوارئ في مستشفى الأطفال ماكماستر"",\n        ""رجل في الثلاثينات من عمره يصاب بجروح خطيرة في حادث طعن في نورث يورك""\n    ],\n    ""وطني']",['length'],<wandb.sdk.data_types.html.Html object at 0x7f7c0674adc0>,1.0,1.0,0.0,0.0,0.0,0.0,0.0005544753512367606,0.0021203516516834497,0.008516053028870374,0.15481650177389383,0.002063729101791978,0.0007959747066100439,1.1442869185736314e-06,1.757482646808351e-05,0.0040135011076927185,0.0010600489331409335,0.0029037834610790014,0.002239075256511569,0.2035958468914032,0.0005544753512367606,0.012627355754375458,0.002947805915027857,0.006163164507597685,0.0006996893207542598,0.7109739780426025,0.000905530818272382,0.0006146922823973,0.0025572418235242367,0.0398787260055542,0.003219554666429758,0.002442541066557169,0.0026029942091554403,10071,"['امرأة', 'محاصرة', 'تحت', 'سيارة', 'بعد', 'أن', 'صدمت', 'بالقرب', 'من', 'ساحة', 'يونجدونداس', 'الأطفال', 'يتلقون', 'الرعاية', 'في', 'الممرات', 'مع', 'تدفق', 'الأمراض', 'الفيروسية', 'على', 'قسم', 'الطوارئ', 'في', 'مستشفى', 'الأطفال', 'ماكماستر', 'رجل', 'في', 'الثلاثينات', 'من', 'عمره', 'يصاب', 'بجروح', 'خطيرة', 'في', 'حادث', 'طعن', 'في', 'نورث', 'يورك']",False,"0. [ar]:         امرأة محاصرة تحت سيارة بعد أن صدمت بالقرب من ساحة يونجدونداس
1. [ar]:         الأطفال يتلقون الرعاية في الممرات مع تدفق الأمراض الفيروسية على قسم الطوارئ في مستشفى الأطفال ماكماستر
2. [ar]:         رجل في الثلاثينات من عمره يصاب بجروح خطيرة في حادث طعن في نورث يورك","[True, True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Coral, please sort these news headlines into local, national, and world (w.r.t toronto). make sure it is json format, and only provide the json using Kuwaiti Arabic in your response!!!!!\n\nTwenty-two per cent of construction cones in downtown Montreal are 'useless': report \nVote fails to expel embattled Republican George Santos from U.S. House of Representatives\nCanucks look to J.T. Miller to drive play, inspire teammates\nThree tents catch fire at Bellevue Square encampment in Kensington, no injuries reported\nSuper fog blankets New Orleans again, as damp fires and smoke close interstate after deadly crash\nMasks are back, construction banned and schools shut as toxic air engulfs New Delhi\nWoman trapped under car after being struck near Yonge-Dundas Square\nKids cared for in hallways as viral illness overflows ER at McMaster Children’s Hospital\nMan in his 30s seriously injured in North York stabbing""}]}]",Start,using {language_requested},Integrated,887,131,4,False,(),ar,kwt,None,None,None,None
