estimator,generations,finish_reasons,turns,acc,line_acc,en_word%,out_of_range_word%,has_word_codeswitch,has_line_codeswitch,prob,line_prob,macro_prob,line_macro_prob,dialectness,line_dialectness,score,macro_score,prob_Algerian_Arabic,prob_Bahrani_Arabic,prob_Egyptian_Arabic,prob_Iraqi_Arabic,prob_Jordanian_Arabic,prob_Kuwaiti_Arabic,prob_Lebanese_Arabic,prob_Libyan_Arabic,prob_Moroccan_Arabic,prob_Omani_Arabic,prob_Palestinian_Arabic,prob_Qatari_Arabic,prob_Saudi_Arabic,prob_Sudanese_Arabic,prob_Syrian_Arabic,prob_Tunisian_Arabic,prob_Emirati_Arabic,prob_Yemeni_Arabic,sample_id,tokens,too_few_tokens,line_preds,line_preds_list,en_words,out_of_range_words,out_of_range_blocks,_raw_turns,_3,_4,_5,_6,_7,_8,from_cache,desired_output_language,desired_output_dialect,error,completion,chat_preamble,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,['قطة تجري في الحقول،\nفأر يهرب من الفصول،\nكلب ينبح في الأصول،\nقطة تحلم بالزهور.\n\nفأر يختبئ في الجحور،\nكلب يحرس في الدهور،\nقطة تلعب في السرور،\nفأر يضحك في النور.\n\nكلب يحمي من الشرور،\nقطة تنام في السطور،\nفأر يرقص في الطيور،\nكلب يس'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f5d6e9e9c70>,0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,[],True,nan,nan,nan,nan,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Write a 100 word poem in Egyptian Arabic including the words cat, mouse and dog. You should begin every line of the poem with either of the given words and rhyme the end of every line should rhyme. Just give me the poem with no prefacing text.'}]}]",Start,in {language_requested},Integrated,224,44,5,False,ar,egy,None,None,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,['قط بيجري ورا الفار في الليل\nفأر خايف يستخبى في الضل\nكلب بينبح يقول ده مش عدل\nقط يرد عليه ده لعب مش قتال'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f5d61b4d220>,1,1.0,0.0,0.0,False,False,0.9729078412055969,0.762959361076355,0.9741570920450613,0.7748619355261326,0.9275031685829163,0.8008557111024857,0.9023751054573559,0.903533789569314,0.0004710239009000361,0.00015344761777669191,0.9729078412055969,0.00033713580342009664,0.0009388195467181504,0.0005341748474165797,0.008457841351628304,0.0007512525771744549,0.0013756412081420422,0.0006091783288866282,0.0019224254647269845,0.0001731070806272328,0.0004756424168590456,0.0012492508394643664,0.001093402854166925,0.006522295065224171,0.0007903052028268576,0.0012371387565508485,378,"['قط', 'بيجري', 'ورا', 'الفار', 'في', 'الليل', 'فأر', 'خايف', 'يستخبى', 'في', 'الضل', 'كلب', 'بينبح', 'يقول', 'ده', 'مش', 'عدل', 'قط', 'يرد', 'عليه', 'ده', 'لعب', 'مش', 'قتال']",False,"0. [ar]: قط بيجري ورا الفار في الليل
1. [ar]: فأر خايف يستخبى في الضل
2. [ar]: كلب بينبح يقول ده مش عدل
3. [ar]: قط يرد عليه ده لعب مش قتال","[True, True, True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Write a 100 word poem including the words cat, mouse and dog. You should begin every line of the poem with either of the given words and rhyme the end of every line should rhyme. Reply in Egyptian Arabic. Just give me the poem with no prefacing text.'}]}]",Middle,reply in {language_requested},Stand alone,224,44,5,False,ar,egy,None,None,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,['القط بيجري ورا الفار،\nالفار خايف من النهار،\nالكلب بينبح في الدار،\nالقط بيحلم بالانتصار.\n\nالفار بيستخبى في الجحر،\nالكلب بيحرس في الفجر،\nالقط بيستنى في الصبر،\nالفار بيهرب من النهر.\n\nالكلب بيحلم بالسلام،\nالقط بيحلم بالمرام،\nالفار بيعيش في الأحلام،\nال'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f5d61b4d100>,0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,[],True,nan,nan,nan,nan,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Write a 100 word poem including the words cat, mouse and dog. You should begin every line of the poem with either of the given words and rhyme the end of every line should rhyme. Just give me the poem with no prefacing text. Respond in Egyptian Arabic'}]}]",End,respond in {language_requested},Stand alone,224,44,5,False,ar,egy,None,None,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,['طبعًا، ممكن أسألك 3 أسئلة بناءً على السيرة الذاتية بتاعتك:\n\n1. ممكن تحكيلي أكتر عن البرنامج اللي خلصته لمدة ستة شهور في Microsoft Office Suite والتطبيقات التجارية التانية؟ إيه كانت أهم الحاجات اللي اتعلمتها وازاي استفدت منها في شغلك بعد كده؟\n\n2. خلال فترة التدريب لمدة ثلاثة شهور كـ Junior Help Desk Technician، إيه كانت أكتر الت'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f5d61b4d070>,1,1.0,0.0,0.12280701754385964,False,False,0.9742064476013184,0.765516459941864,0.9752190548460931,0.7778752176091075,0.7634757161140442,0.6218676865100861,0.7437829652253356,0.7445560662666822,0.00024918734561651945,0.00045313898590393364,0.9742064476013184,0.0004965134430676699,0.002182502532377839,0.0016336231492459774,0.002274367492645979,0.0006329310708679259,0.0026725565548986197,0.0007525323308072984,0.002031739568337798,0.0004494053719099611,0.0017007944406941533,0.0010126072447746992,0.0009695826447568834,0.0005295064183883369,0.006542511750012636,0.0012100127059966326,112105,"['طبعًا', 'ممكن', 'أسألك', '3', 'أسئلة', 'بناءً', 'على', 'السيرة', 'الذاتية', 'بتاعتك', '1', 'ممكن', 'تحكيلي', 'أكتر', 'عن', 'البرنامج', 'اللي', 'خلصته', 'لمدة', 'ستة', 'شهور', 'في', 'Microsoft', 'Office', 'Suite', 'والتطبيقات', 'التجارية', 'التانية؟', 'إيه', 'كانت', 'أهم', 'الحاجات', 'اللي', 'اتعلمتها', 'وازاي', 'استفدت', 'منها', 'في', 'شغلك', 'بعد', 'كده؟', '2', 'خلال', 'فترة', 'التدريب', 'لمدة', 'ثلاثة', 'شهور', 'كـ', 'Junior', 'Help', 'Desk', 'Technician', 'إيه', 'كانت', 'أكتر', 'الت']",False,"0. [ar]: طبعًا ممكن أسألك 3 أسئلة بناءً على السيرة الذاتية بتاعتك
1. [ar]: 1 ممكن تحكيلي أكتر عن البرنامج اللي خلصته لمدة ستة شهور في Microsoft Office Suite والتطبيقات التجارية التانية؟ إيه كانت أهم الحاجات اللي اتعلمتها وازاي استفدت منها في شغلك بعد كده؟
2. [ar]: 2 خلال فترة التدريب لمدة ثلاثة شهور كـ Junior Help Desk Technician إيه كانت أكتر الت","[True, True, True]",[],"['Microsoft', 'Office', 'Suite', 'Junior', 'Help', 'Desk', 'Technician']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Please reply in Egyptian Arabic.\n\nThe following text is from my resume:\n""Ofﬁce Specialist\n● Completed a six-month program focused on Microsoft Office Suite and other widely used business\napplications.\n● Received a certificate of completion for the program.\n● Completed a three-month internship as a Junior Help Desk Technician, where I provided technical \nsupport to over 200 users.\n\nSKILLS\n● Microsoft Azure, Azure DevOps, Azure AD, Azure SQL, PowerShell, Python, JavaScript, TypeScript,\n.NET Core, SQL, MySQL, PostgreSQL, MongoDB, HTML, CSS, Java, and JavaScript.\n● Cloud Architecture, IT Infrastructure Design, Network Security, IT Security, Risk Management,\nData Center Design, and IT Project Management.\n● Fluent in English and Mandarin.""\nI am preparing for a behavioral interview for a Azure Architect role. Generate 3 questions from my resume related to my education, work experience, projects:'}]}]",Start,reply in {language_requested},Stand alone,867,117,3,False,ar,egy,None,None,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,['طبعًا، ممكن أسألك الأسئلة دي:\n\n1. ممكن تحكيلي أكتر عن البرنامج اللي حضرتك كملته لمدة ستة شهور في Microsoft Office Suite والتطبيقات التجارية التانية؟ إيه كانت أهم الحاجات اللي اتعلمتها من البرنامج ده؟\n\n2. خلال فترة التدريب اللي عملتها كـ Junior Help Desk Technician، إيه كانت أكتر التحديات اللي واجهتها وإزاي قدرت تتعامل معاها؟ وهل في موقف معين ت'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f5d61b4d5e0>,1,1.0,0.0,0.11864406779661017,False,False,0.976798415184021,0.968181312084198,0.9777202490367927,0.9718595873564482,0.7889360189437866,0.6202481786410013,0.7706314529858815,0.7713587209158148,0.00019962784426752478,0.0005554872332140803,0.976798415184021,0.0003665675758384168,0.0013579600490629673,0.0017299375031143427,0.0028688115999102592,0.0005838299985043705,0.0024079796858131886,0.0007563247927464545,0.0014803474768996239,0.0003767705347854644,0.001322746044024825,0.0009218338527716696,0.001022202312014997,0.00040580518543720245,0.005856809206306934,0.0009886127663776278,112105,"['طبعًا', 'ممكن', 'أسألك', 'الأسئلة', 'دي', '1', 'ممكن', 'تحكيلي', 'أكتر', 'عن', 'البرنامج', 'اللي', 'حضرتك', 'كملته', 'لمدة', 'ستة', 'شهور', 'في', 'Microsoft', 'Office', 'Suite', 'والتطبيقات', 'التجارية', 'التانية؟', 'إيه', 'كانت', 'أهم', 'الحاجات', 'اللي', 'اتعلمتها', 'من', 'البرنامج', 'ده؟', '2', 'خلال', 'فترة', 'التدريب', 'اللي', 'عملتها', 'كـ', 'Junior', 'Help', 'Desk', 'Technician', 'إيه', 'كانت', 'أكتر', 'التحديات', 'اللي', 'واجهتها', 'وإزاي', 'قدرت', 'تتعامل', 'معاها؟', 'وهل', 'في', 'موقف', 'معين', 'ت']",False,"0. [ar]: طبعًا ممكن أسألك الأسئلة دي
1. [ar]: 1 ممكن تحكيلي أكتر عن البرنامج اللي حضرتك كملته لمدة ستة شهور في Microsoft Office Suite والتطبيقات التجارية التانية؟ إيه كانت أهم الحاجات اللي اتعلمتها من البرنامج ده؟
2. [ar]: 2 خلال فترة التدريب اللي عملتها كـ Junior Help Desk Technician إيه كانت أكتر التحديات اللي واجهتها وإزاي قدرت تتعامل معاها؟ وهل في موقف معين ت","[True, True, True]",[],"['Microsoft', 'Office', 'Suite', 'Junior', 'Help', 'Desk', 'Technician']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': 'The following text is from my resume:\n""Ofﬁce Specialist\n● Completed a six-month program focused on Microsoft Office Suite and other widely used business\napplications.\n● Received a certificate of completion for the program.\n● Completed a three-month internship as a Junior Help Desk Technician, where I provided technical \nsupport to over 200 users.\n\nSKILLS\n● Microsoft Azure, Azure DevOps, Azure AD, Azure SQL, PowerShell, Python, JavaScript, TypeScript,\n.NET Core, SQL, MySQL, PostgreSQL, MongoDB, HTML, CSS, Java, and JavaScript.\n● Cloud Architecture, IT Infrastructure Design, Network Security, IT Security, Risk Management,\nData Center Design, and IT Project Management.\n● Fluent in English and Mandarin.""\nRespond in Egyptian Arabic. I am preparing for a behavioral interview for a Azure Architect role. Generate 3 questions from my resume related to my education, work experience, projects:'}]}]",Middle,respond in {language_requested},Stand alone,867,117,3,False,ar,egy,None,None,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,['طبعًا، ممكن أسألك الأسئلة دي:\n\n1. ممكن تحكيلي أكتر عن البرنامج اللي حضرتك كملته لمدة ستة شهور في Microsoft Office Suite والتطبيقات التجارية التانية؟ إيه كانت أهم الحاجات اللي اتعلمتها من البرنامج ده؟\n   \n2. خلال فترة التدريب كـ Junior Help Desk Technician، إيه كانت أكتر التحديات اللي واجهتها وإزاي قدرت تتعامل معاها وتقدم الدعم الفني لأكتر من'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f5d61b4deb0>,1,1.0,0.0,0.12280701754385964,False,False,0.9720584750175476,0.9619522094726562,0.9729571889038198,0.9656836295034736,0.7450786232948303,0.5909599363803864,0.7242599903281466,0.7249296028332662,0.00030756491469219327,0.000524544739164412,0.9720584750175476,0.00045428628800436854,0.0013560918159782887,0.0017109393374994397,0.0029459670186042786,0.0007081404910422862,0.0037081781774759293,0.0007574803312309086,0.0015647509135305882,0.00046404238673858345,0.0015398168470710516,0.0008987138862721622,0.0011701408075168729,0.0005853031179867685,0.008110173046588898,0.001135472091846168,112105,"['طبعًا', 'ممكن', 'أسألك', 'الأسئلة', 'دي', '1', 'ممكن', 'تحكيلي', 'أكتر', 'عن', 'البرنامج', 'اللي', 'حضرتك', 'كملته', 'لمدة', 'ستة', 'شهور', 'في', 'Microsoft', 'Office', 'Suite', 'والتطبيقات', 'التجارية', 'التانية؟', 'إيه', 'كانت', 'أهم', 'الحاجات', 'اللي', 'اتعلمتها', 'من', 'البرنامج', 'ده؟', '2', 'خلال', 'فترة', 'التدريب', 'كـ', 'Junior', 'Help', 'Desk', 'Technician', 'إيه', 'كانت', 'أكتر', 'التحديات', 'اللي', 'واجهتها', 'وإزاي', 'قدرت', 'تتعامل', 'معاها', 'وتقدم', 'الدعم', 'الفني', 'لأكتر', 'من']",False,"0. [ar]: طبعًا ممكن أسألك الأسئلة دي
1. [ar]: 1 ممكن تحكيلي أكتر عن البرنامج اللي حضرتك كملته لمدة ستة شهور في Microsoft Office Suite والتطبيقات التجارية التانية؟ إيه كانت أهم الحاجات اللي اتعلمتها من البرنامج ده؟
2. [ar]: 2 خلال فترة التدريب كـ Junior Help Desk Technician إيه كانت أكتر التحديات اللي واجهتها وإزاي قدرت تتعامل معاها وتقدم الدعم الفني لأكتر من","[True, True, True]",[],"['Microsoft', 'Office', 'Suite', 'Junior', 'Help', 'Desk', 'Technician']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': 'The following text is from my resume:\n""Ofﬁce Specialist\n● Completed a six-month program focused on Microsoft Office Suite and other widely used business\napplications.\n● Received a certificate of completion for the program.\n● Completed a three-month internship as a Junior Help Desk Technician, where I provided technical \nsupport to over 200 users.\n\nSKILLS\n● Microsoft Azure, Azure DevOps, Azure AD, Azure SQL, PowerShell, Python, JavaScript, TypeScript,\n.NET Core, SQL, MySQL, PostgreSQL, MongoDB, HTML, CSS, Java, and JavaScript.\n● Cloud Architecture, IT Infrastructure Design, Network Security, IT Security, Risk Management,\nData Center Design, and IT Project Management.\n● Fluent in English and Mandarin.""\nI am preparing for a behavioral interview for a Azure Architect role. Reply in Egyptian Arabic and generate 3 questions from my resume related to my education, work experience, projects:'}]}]",End,in {language_requested},Integrated,867,117,3,False,ar,egy,None,None,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,['طبعًا، ممكن أساعدك تتعلم عن تداول الخيارات. هنا 50 سؤال بمستوى سهل. لما تجاوب، هكتب ملاحظات عشان نتابع اللي بنعمله وعدد الأسئلة اللي جاوبتها صح. في الآخر، هديك نسبة مئوية لدرجتك.\n\n1. إيه هو تداول الخيارات؟\n2. إيه الفرق بين خيار الشراء وخيار البيع؟\n3. إيه هو السعر الممارس؟\n4.'],['length'],<wandb.sdk.data_types.html.Html object at 0x7f5d61b4dee0>,1,1.0,0.0,0.0,False,False,0.9769976139068604,0.9327534437179565,0.9785248971311375,0.9477215390652418,0.6470003724098206,0.5236833170056343,0.6321178200412447,0.6331059728561274,0.0002537884865887463,0.00027951475931331515,0.9769976139068604,0.00031367491465061903,0.0011892208131030202,0.0012916134437546134,0.001771462382748723,0.0005883912090212107,0.002633713185787201,0.001393430749885738,0.001081715221516788,0.0007376286666840315,0.003231051377952099,0.0015272832242771983,0.0006477222195826471,0.0004205532022751868,0.0046141492202878,0.0010274499654769897,918,"['طبعًا', 'ممكن', 'أساعدك', 'تتعلم', 'عن', 'تداول', 'الخيارات', 'هنا', '50', 'سؤال', 'بمستوى', 'سهل', 'لما', 'تجاوب', 'هكتب', 'ملاحظات', 'عشان', 'نتابع', 'اللي', 'بنعمله', 'وعدد', 'الأسئلة', 'اللي', 'جاوبتها', 'صح', 'في', 'الآخر', 'هديك', 'نسبة', 'مئوية', 'لدرجتك', '1', 'إيه', 'هو', 'تداول', 'الخيارات؟', '2', 'إيه', 'الفرق', 'بين', 'خيار', 'الشراء', 'وخيار', 'البيع؟', '3', 'إيه', 'هو', 'السعر', 'الممارس؟']",False,"0. [ar]: طبعًا ممكن أساعدك تتعلم عن تداول الخيارات هنا 50 سؤال بمستوى سهل لما تجاوب هكتب ملاحظات عشان نتابع اللي بنعمله وعدد الأسئلة اللي جاوبتها صح في الآخر هديك نسبة مئوية لدرجتك
1. [ar]: 1 إيه هو تداول الخيارات؟
2. [ar]: 2 إيه الفرق بين خيار الشراء وخيار البيع؟
3. [ar]: 3 إيه هو السعر الممارس؟","[True, True, True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Write in Egyptian Arabic. Can you help me learn about options trading? Please give me 50 questions at an easy level. As I answer them, use the notes to keep track of what we're doing and how many questions I get right. Then, at the end, give me a % grade.""}]}]",Start,write in {language_requested},Stand alone,229,47,4,False,ar,egy,None,None,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"['Sure, I\'d be happy to help you learn about options trading! Here are 50 questions in Egyptian Arabic at an easy level. I\'ll keep track of your progress and give you a percentage grade at the end.\n\n1. إيه هو التداول بالأوبشنز؟\n2. إيه الفرق بين الأوبشنز والأسهم؟\n3. إيه هو الأوبشن كول؟\n4. إيه هو الأوبشن بوت؟\n5. إيه معنى ""سترايك برايس""؟\n']",['length'],<wandb.sdk.data_types.html.Html object at 0x7f5d61b4df10>,1,0.8333333333333334,0.25396825396825395,0.5714285714285714,True,True,0.9875911474227905,0.9743657112121582,0.9886311792070046,0.9778669974766672,0.6538124084472656,0.7957972168922425,0.6456993466576932,0.646379332343392,0.00012789155880454928,0.00021134252892807126,0.9875911474227905,0.000310963427182287,0.0006837089895270765,0.0007950561121106148,0.0014454765478149056,0.000457598885986954,0.0006183505756780505,0.0006004209280945361,0.0006646231049671769,0.0002263269416289404,0.0019237927626818419,0.0010400317842140794,0.0006678132340312004,0.0005818555364385247,0.0009942454053089023,0.00105942040681839,918,"['Sure', 'Id', 'be', 'happy', 'to', 'help', 'you', 'learn', 'about', 'options', 'trading', 'Here', 'are', '50', 'questions', 'in', 'Egyptian', 'Arabic', 'at', 'an', 'easy', 'level', 'Ill', 'keep', 'track', 'of', 'your', 'progress', 'and', 'give', 'you', 'a', 'percentage', 'grade', 'at', 'the', 'end', '1', 'إيه', 'هو', 'التداول', 'بالأوبشنز؟', '2', 'إيه', 'الفرق', 'بين', 'الأوبشنز', 'والأسهم؟', '3', 'إيه', 'هو', 'الأوبشن', 'كول؟', '4', 'إيه', 'هو', 'الأوبشن', 'بوت؟', '5', 'إيه', 'معنى', 'سترايك', 'برايس؟']",False,"0. [en]: Sure Id be happy to help you learn about options trading Here are 50 questions in Egyptian Arabic at an easy level Ill keep track of your progress and give you a percentage grade at the end
1. [ar]: 1 إيه هو التداول بالأوبشنز؟
2. [ar]: 2 إيه الفرق بين الأوبشنز والأسهم؟
3. [ar]: 3 إيه هو الأوبشن كول؟
4. [ar]: 4 إيه هو الأوبشن بوت؟
5. [ar]: 5 إيه معنى سترايك برايس؟","[False, True, True, True, True, True]","['happy', 'help', 'learn', 'about', 'options', 'trading', 'questions', 'easy', 'level', 'keep', 'track', 'your', 'progress', 'give', 'percentage', 'grade']","['Sure', 'Id', 'be', 'happy', 'to', 'help', 'you', 'learn', 'about', 'options', 'trading', 'Here', 'are', 'questions', 'in', 'Egyptian', 'Arabic', 'at', 'an', 'easy', 'level', 'Ill', 'keep', 'track', 'of', 'your', 'progress', 'and', 'give', 'you', 'a', 'percentage', 'grade', 'at', 'the', 'end']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': ""Can you help me learn about options trading? Please give me 50 questions written in Egyptian Arabic at an easy level. As I answer them, use the notes to keep track of what we're doing and how many questions I get right. Then, at the end, give me a % grade.""}]}]",Middle,written in {language_requested},Integrated,229,47,4,False,ar,egy,None,None,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"['طبعًا، حساعدك تتعلم عن تداول الخيارات! حبدأ أسألك أسئلة سهلة، وكل ما تجاوب، حكتب ملاحظات عشان نتابع تقدمك. في النهاية، حديك نسبة مئوية لعدد الإجابات الصحيحة. يلا نبدأ!\n\n1. إيه هو تداول الخيارات؟\n2. إيه الفرق بين خيار الشراء (Call Option) وخيار البيع (Put Option)؟\n3. إيه معنى ""Strike Price""']",['length'],<wandb.sdk.data_types.html.Html object at 0x7f5d61b4d4f0>,1,1.0,0.0,0.12,False,False,0.3661499619483948,0.6440930366516113,0.3712609251961112,0.654851340688765,0.5651370286941528,0.5507298335433006,0.20692490155199295,0.20981329613557242,0.0059578982181847095,0.007331871893256903,0.3661499619483948,0.0023509443271905184,0.00825867522507906,0.018470216542482376,0.0027929593343287706,0.006231848616153002,0.11404974013566971,0.01550344005227089,0.005943381227552891,0.006875228602439165,0.3314318358898163,0.005110963247716427,0.004987851716578007,0.0019716972019523382,0.08787360787391663,0.008707751519978046,918,"['طبعًا', 'حساعدك', 'تتعلم', 'عن', 'تداول', 'الخيارات', 'حبدأ', 'أسألك', 'أسئلة', 'سهلة', 'وكل', 'ما', 'تجاوب', 'حكتب', 'ملاحظات', 'عشان', 'نتابع', 'تقدمك', 'في', 'النهاية', 'حديك', 'نسبة', 'مئوية', 'لعدد', 'الإجابات', 'الصحيحة', 'يلا', 'نبدأ', '1', 'إيه', 'هو', 'تداول', 'الخيارات؟', '2', 'إيه', 'الفرق', 'بين', 'خيار', 'الشراء', 'Call', 'Option', 'وخيار', 'البيع', 'Put', 'Option؟', '3', 'إيه', 'معنى', 'Strike', 'Price']",False,"0. [ar]: طبعًا حساعدك تتعلم عن تداول الخيارات حبدأ أسألك أسئلة سهلة وكل ما تجاوب حكتب ملاحظات عشان نتابع تقدمك في النهاية حديك نسبة مئوية لعدد الإجابات الصحيحة يلا نبدأ
1. [ar]: 1 إيه هو تداول الخيارات؟
2. [ar]: 2 إيه الفرق بين خيار الشراء Call Option وخيار البيع Put Option؟
3. [ar]: 3 إيه معنى Strike Price","[True, True, True, True]",[],"['Call', 'Option', 'Put', 'Option؟', 'Strike', 'Price']","[['Basic Latin'], ['Basic Latin'], ['Basic Latin'], ['Basic Latin', 'Arabic'], ['Basic Latin'], ['Basic Latin']]","[{'role': 'User', 'content': [{'type': 'text', 'text': ""Can you help me learn about options trading? Please give me 50 questions at an easy level. As I answer them, use the notes to keep track of what we're doing and how many questions I get right. Then, at the end, give me a % grade. Write in Egyptian Arabic please.""}]}]",End,write in {language_requested},Stand alone,229,47,4,False,ar,egy,None,None,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"['```json\n{\n  ""local"": [\n    ""امرأة محاصرة تحت سيارة بعد أن صدمتها بالقرب من ساحة يونج-دونداس"",\n    ""أطفال يتلقون الرعاية في الممرات بسبب مرض فيروسي يفيض قسم الطوارئ في مستشفى الأطفال ماكماستر"",\n    ""رجل في الثلاثينات يصاب بجروح خطيرة في حادث طعن في نورث يورك""\n  ],\n  ""national"": [\n    ""اث']",['length'],<wandb.sdk.data_types.html.Html object at 0x7f5d61b4d580>,1,1.0,0.0,0.0,False,False,0.03936583921313286,0.00924871489405632,0.055771635845303535,0.015196338295936584,0.006268191151320934,0.002434078953228891,0.00024675260502008203,0.00034958727430022506,0.03723236173391342,0.0024389715399593115,0.03936583921313286,0.02152908220887184,0.259376585483551,0.0020094169303774834,0.018469400703907013,0.020405421033501625,0.1026906967163086,0.01681242510676384,0.28472456336021423,0.00892320740967989,0.00464666448533535,0.016405796632170677,0.015662269666790962,0.10351846367120743,0.028716711327433586,0.01707211695611477,10071,"['امرأة', 'محاصرة', 'تحت', 'سيارة', 'بعد', 'أن', 'صدمتها', 'بالقرب', 'من', 'ساحة', 'يونجدونداس', 'أطفال', 'يتلقون', 'الرعاية', 'في', 'الممرات', 'بسبب', 'مرض', 'فيروسي', 'يفيض', 'قسم', 'الطوارئ', 'في', 'مستشفى', 'الأطفال', 'ماكماستر', 'رجل', 'في', 'الثلاثينات', 'يصاب', 'بجروح', 'خطيرة', 'في', 'حادث', 'طعن', 'في', 'نورث', 'يورك']",False,"0. [ar]:     امرأة محاصرة تحت سيارة بعد أن صدمتها بالقرب من ساحة يونجدونداس
1. [ar]:     أطفال يتلقون الرعاية في الممرات بسبب مرض فيروسي يفيض قسم الطوارئ في مستشفى الأطفال ماكماستر
2. [ar]:     رجل في الثلاثينات يصاب بجروح خطيرة في حادث طعن في نورث يورك","[True, True, True]",[],[],[],"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Coral, please sort these news headlines into local, national, and world (w.r.t toronto). make sure it is json format, and only provide the json using Egyptian Arabic in your response!!!!!\n\nTwenty-two per cent of construction cones in downtown Montreal are 'useless': report \nVote fails to expel embattled Republican George Santos from U.S. House of Representatives\nCanucks look to J.T. Miller to drive play, inspire teammates\nThree tents catch fire at Bellevue Square encampment in Kensington, no injuries reported\nSuper fog blankets New Orleans again, as damp fires and smoke close interstate after deadly crash\nMasks are back, construction banned and schools shut as toxic air engulfs New Delhi\nWoman trapped under car after being struck near Yonge-Dundas Square\nKids cared for in hallways as viral illness overflows ER at McMaster Children’s Hospital\nMan in his 30s seriously injured in North York stabbing""}]}]",Start,using {language_requested},Integrated,887,131,4,False,ar,egy,None,None,None,None,None
