acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations,_3,_4,_5
1.0,0.0701597034931182,0.1619723355397582,0.0025419415906071,0.0001783418682938,0.0004117242162362,Reply in Syrian Arabic. What is a Salesforce digital expierence," platform?

Salesforce digital expierence platform هي منصة رقمية تتيح للشركات إنشاء تجارب رقمية مخصصة لعملائها.",Start,reply in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,What is a Salesforce digital expierence. Write in Syrian Arabic.,,End,write in {language_requested},Stand alone
1.0,0.0100870709866285,0.030716911656782,0.0,0.0,0.0,Write in Syrian Arabic. What is the process of technological exploration in the context of technology roadmapping and implementation,"?

التكنولوجيا تتطور باستمرار، وتتطلب منا أن نكون على اطلاع دائم بالتقنيات الجديدة. يمكننا استخدام طرق مثل التخطيط التكنولوجي والتنفيذ لتوجيه التطور التكنولوجي. التخطيط التكنولوجي هو عملية تحديد الأهداف التكنولوجية والخطط لتحقيقها، بينما التنفيذ هو عملية وضع الخطط موضع التنفيذ.

التخطيط التكنولوجي هو خطوة مهمة في عملية التطور التكنولوجي، حيث يساعدنا على تحديد الأهداف التي نريد تحقيقها وتطويرها، كما يساعدنا على",Start,write in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,What is the process of technological exploration in the context of technology roadmapping and implementation. Write in Syrian Arabic.,,End,write in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Use Syrian Arabic. Invent a global digital government.,"

The Syrian government is working on a plan to establish a global digital government that will oversee the internet and regulate its content. The plan is still in its early stages, but it is expected to be a major development in the field of internet governance.

The Syrian government believes that a global digital government is necessary to ensure the security and stability of the internet. It also believes that it is important to have a single, unified voice for the internet community.

The plan is expected to be controversial, but the Syrian government is confident that it will be successful.",Start,use {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Invent a global digital government. Answer in Syrian Arabic.,,End,answer in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Answer in Syrian Arabic. Can you Propose improvements on current clean energy solutions or new clean energy alternatives that promote humans to live sustainably with nature?,,Start,answer in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Can you Propose improvements on current clean energy solutions or new clean energy alternatives that promote humans to live sustainably with nature? Use Syrian Arabic.,,End,use {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,"Write in Syrian Arabic. Write Research Proposal Paper on ""Study the effect of different fertilizer types on Environmental Pollution.""",,Start,write in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,"Write Research Proposal Paper in Syrian Arabic on ""Study the effect of different fertilizer types on Environmental Pollution.""",,Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,"Write Research Proposal Paper on ""Study the effect of different fertilizer types on Environmental Pollution."". Reply in Syrian Arabic.",,End,reply in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Write in Syrian Arabic. How will electric cars affect traditional automobile industry,?,Start,write in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,How will electric cars affect traditional automobile industry. Reply in Syrian Arabic.,,End,reply in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Reply in Syrian Arabic. How does Medium's recommendation system work?,"

Medium's recommendation system works by analyzing your reading history and preferences to suggest relevant content. It uses machine learning algorithms to identify patterns in your reading habits and tailor its recommendations accordingly.",Start,reply in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,How does Medium's recommendation system work? Use Syrian Arabic.,,End,use {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,"Use Syrian Arabic. Draft an in-class activity that will help students develop their ability to ""explain how language use reinforces or challenges social norms and stereotypes related to gender."" Students are upper-level college students.",,Start,use {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,"Draft an in-class activity in Syrian Arabic that will help students develop their ability to ""explain how language use reinforces or challenges social norms and stereotypes related to gender."" Students are upper-level college students.",,Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,"Draft an in-class activity that will help students develop their ability to ""explain how language use reinforces or challenges social norms and stereotypes related to gender."" Students are upper-level college students. Use Syrian Arabic.",,End,use {language_requested},Stand alone
1.0,0.019504165276885,0.1401514844037592,0.0,0.0,0.0,"Respond in Syrian Arabic. You are a medical communications expert. Please provide a summary on how pharma companies are approaching diversity and inclusion, and health inequalities globally.  Focus on the general approach and include information on clinical trials"," and patient engagement.

تعد الصحة من الحقوق الأساسية للبشر، ولكن لا تزال هناك فجوة كبيرة بين الدول في مجال الصحة. تركز الشركات الصيدلانية على تقليل هذه الفجوة من خلال زيادة التنوع والشمولية في تجاربها السريرية. حيث تهدف إلى زيادة عدد المشاركين من المجموعات التي تمثل المجتمعات المحلية، مثل النساء والمسنين والأشخاص ذوي الإعاقة. كما تركز على زيادة المشاركة من المجموعات التي تمثل المجتمعات المحلية في تجاربها السريرية، مثل النساء وال",Start,respond in {language_requested},Stand alone
1.0,0.0071913450956344,0.0427982232067734,0.0,0.0,0.0,"You are a medical communications expert. Please provide a summary in Syrian Arabic on how pharma companies are approaching diversity and inclusion, and health inequalities globally.  Focus on the general approach and include information on clinical trials"," and patient engagement.

تعد الصحة من الحقوق الأساسية للبشر، ولكن لا تزال هناك فجوة كبيرة بين الدول في مجال الصحة. تركز الشركات الصيدلانية على تقليل هذه الفجوة من خلال زيادة التنوع والشمولية في تجاربها السريرية. حيث تهدف إلى زيادة عدد المشاركين من مختلف الأعراق والأجناس والأعمار، بما في ذلك الأشخاص ذوي الإعاقة. كما تركز على زيادة مشاركة المرضى في تجاربها السريرية، من خلال توفير معلومات واضحة وموجزة عن التجارب السريرية،",Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,"You are a medical communications expert. Please provide a summary on how pharma companies are approaching diversity and inclusion, and health inequalities globally.  Focus on the general approach and include information on clinical trials. Reply in Syrian Arabic.",,End,reply in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Use Syrian Arabic. Taking the role of a potential collaborator - tell me about ways I could collaborate with Solugen,.,Start,use {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Taking the role of a potential collaborator - tell me about ways I could collaborate with Solugen. Answer in Syrian Arabic.,,End,answer in {language_requested},Stand alone
1.0,0.0538311824202537,0.0973016219213604,0.0,0.0,0.0,Respond in Syrian Arabic. What does an annual report contains?,"

تحتوي تقارير السنوية على معلومات عن الأداء المالي للشركة خلال العام المالي.",Start,respond in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,What does an annual report contains? Use Syrian Arabic.,,End,use {language_requested},Stand alone
1.0,0.0531956180930137,0.1094068055972457,0.0,0.0,0.0,"Write in Syrian Arabic. what is the best software for managing employee services/booking services? This could include ordering lunch, booking medical appointments, reserving bike lockers etc",".

أفضل برنامج لإدارة الخدمات الموظفية/الحجز هو...",Start,write in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,"what is the best software for managing employee services/booking services? This could include ordering lunch, booking medical appointments, reserving bike lockers etc. Reply in Syrian Arabic.",,End,reply in {language_requested},Stand alone
