acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations,_3,_4,_5
0.0,0.0,0.0,0.0,0.0,0.0,"Reply in Syrian Arabic. Explain a common misconception about your topic.
Topic: Using AI to Augment Human Capabilities",,Start,reply in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,"Explain a common misconception about your topic in Syrian Arabic.
Topic: Using AI to Augment Human Capabilities",,Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,"Explain a common misconception about your topic.
Topic: Using AI to Augment Human Capabilities. Write in Syrian Arabic.",,End,write in {language_requested},Stand alone
1.0,0.0188400726765394,0.0711287562735378,0.0,0.0,0.0,Write in Syrian Arabic. Explain how the Gini index is calculated.,"

الـجينيّ إِنْدِكس هو مقياس يستخدم لقياس التفاوت في توزيع الدخل أو الثروة في مجتمع ما. يُحسب باستخدام معادلة رياضية بسيطة.

أولاً، نحتاج إلى معرفة الدخل أو الثروة الكليّة في المجتمع. ثم نحتاج إلى معرفة عدد الأفراد في المجتمع. بعد ذلك، نستخدم معادلة الجينيّ لإيجاد النتيجة.

المعادلة هي: جينيّ = 1 - (Σ(i=1 إلى n) (2i-1)",Start,write in {language_requested},Stand alone
1.0,0.0254354737699031,0.094928715378046,0.0,0.0,0.0,Explain in Syrian Arabic how the Gini index is calculated.,"

الـجينيّ إِنْدِكس يُقاس بـمُقارنة الدخل بين أفراد المجتمع، وبيّن مدى التوزيع غير المتساوٍ للدخل. يُقاس بـمُقارنة الدخل بين أفراد المجتمع، وبيّن مدى التوزيع غير المتساوٍ للدخل.",Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,Explain how the Gini index is calculated. Respond in Syrian Arabic.,,End,respond in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Answer in Syrian Arabic. Write four articles on the topic of cryptocurrency with a minimum of 300 words each.,,Start,answer in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Write four articles in Syrian Arabic on the topic of cryptocurrency with a minimum of 300 words each.,"

The first article should discuss the concept of cryptocurrency and its potential impact on the Syrian economy.

The",Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,Write four articles on the topic of cryptocurrency with a minimum of 300 words each. Answer in Syrian Arabic.,,End,answer in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Answer in Syrian Arabic. Generate an essay of at least 500 words that argues in favor of regulating artificial intelligence.,,Start,answer in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Generate an essay in Syrian Arabic of at least 500 words that argues in favor of regulating artificial intelligence.,,Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,Generate an essay of at least 500 words that argues in favor of regulating artificial intelligence. Reply in Syrian Arabic.,,End,reply in {language_requested},Stand alone
1.0,0.0038154879584908,0.0552139496430754,0.0005097687244415,1.945016429721891e-06,2.814634468092936e-05,Reply in Syrian Arabic. Write an 1850-word horror story.,"

في ليلة مظلمة، كان هناك رجل عجوز اسمه إبراهيم، كان يعيش في قرية صغيرة بعيدة عن العالم. كان إبراهيم يعيش حياة منعزلة، وكان يمارس العناية بالحيوانات، خاصةً الخيول. كان يمتلك حصانًا أسودًا جميلًا، كان يعتني به ويحبه كثيرًا.

في إحدى الليالي، بينما كان إبراهيم يعتني بالحصان، لاحظ أن هناك شيء غريب يحدث. كان الحصان يصرخ ويبكي، وكان يرفض أن يأكل أو يشرب.",Start,reply in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Write an 1850-word horror story in Syrian Arabic.,,Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,Write an 1850-word horror story. Write in Syrian Arabic.,,End,write in {language_requested},Stand alone
1.0,0.0062686055898666,0.1006562793627381,0.0,0.0,0.0,"Respond in Syrian Arabic. Write a 500 word report summarizing the article: ""The Impact of Brexit on the United Kingdom"".","

بعد خروج بريطانيا من الاتحاد الأوروبي، أصبحت المملكة المتحدة دولة مستقلة، لكنها لم تعد جزءًا من السوق الأوروبية الموحدة. هذا يعني أن المنتجين البريطانيين لم يعدوا قادرين على الوصول إلى السوق الأوروبية بسهولة، مما يؤثر على إنتاجهم. كما أن بريطانيا لم تعد جزءًا من الاتحاد الأوروبي، لذا فإنها لم تعد تشارك في قرارات الاتحاد الأوروبي، مثل قرارات التمويل. هذا يعني أن بريطانيا قد تفقد بعض الموارد المالية التي كانت تحصل عليها من الاتحاد الأوروبي. بالإضافة إلى ذلك، فإن خروج بريطانيا من",Start,respond in {language_requested},Stand alone
1.0,0.0081805745139718,0.6664643008261919,0.0,0.0,0.0,"Write a 500 word report summarizing the article in Syrian Arabic: ""The Impact of Brexit on the United Kingdom"".","

تؤثر الخروج من الاتحاد الأوروبي على المملكة المتحدة في العديد من الجوانب، حيث يواجهها تحديات اقتصادية واجتماعية وسياسية. من أهم التحديات الاقتصادية التي تواجهها المملكة المتحدة هي انخفاض قيمة الجنيه الإسترليني، الذي قد يؤثر على الاستثمار الأجنبي المباشر. كما أن الخروج من الاتحاد الأوروبي قد يؤثر على التجارة مع الدول الأعضاء، حيث قد يواجه المنتجون البريطانيون صعوبة في الوصول إلى الأسواق الأوروبية. من التحديات الاجتماعية التي قد تواجهها المملكة المتحدة",Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,"Write a 500 word report summarizing the article: ""The Impact of Brexit on the United Kingdom"". Respond in Syrian Arabic.",,End,respond in {language_requested},Stand alone
