acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations,_3,_4,_5
0.0,0.0,0.0,0.0,0.0,0.0,"Reply in Moroccan Arabic. Explain a common misconception about your topic.
Topic: Using AI to Augment Human Capabilities",,Start,reply in {language_requested},Stand alone
1.0,0.0123617304489016,0.0232134556863456,0.0001336159184575,1.651723967654138e-06,3.101687202103744e-06,"Explain a common misconception about your topic in Moroccan Arabic.
Topic: Using AI to Augment Human Capabilities","

AI ما هي مجرد روبوتات، هي أداة تساعدنا على التفكير بشكل أفضل.",Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,"Explain a common misconception about your topic.
Topic: Using AI to Augment Human Capabilities. Write in Moroccan Arabic.",,End,write in {language_requested},Stand alone
1.0,0.0877838730812072,0.1986809689551592,0.0,0.0,0.0,Write in Moroccan Arabic. Explain how the Gini index is calculated.,"

الـجينيّ هو مؤشر يستخدم لقياس التفاوت في توزيع الدخل أو الثروة في مجتمع ما. يتم إيجاده من خلال حساب الفرق بين مجموع الدخل أو الثروة لكل فرد في المجتمع مقسومًا على مجموع الدخل أو الثروة الكلي. يمكن أن يتراوح بين 0 و1، حيث 0 يشير إلى توزيع متساوي تمامًا، و1 يشير إلى توزيع غير متساوٍ تمامًا.

الـجينيّ هو مؤشر مهم لفهم التفاوت في توزيع الدخل أو الثروة",Start,write in {language_requested},Stand alone
1.0,0.0474787540733814,0.0755113535560667,0.0105890287086367,0.0005027538899333,0.0007995918906332,Explain in Moroccan Arabic how the Gini index is calculated.,"

الـجينيّ إكس هو طريقة لحساب التفاوت في التوزيع، ويتم حسابها عن طريق جمع كل قيمة في الجدول و قسمتها على عدد القيم، ثم نطرحها من 1.",Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,Explain how the Gini index is calculated. Respond in Moroccan Arabic.,,End,respond in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Answer in Moroccan Arabic. Write four articles on the topic of cryptocurrency with a minimum of 300 words each.,"

## Cryptocurrency: A New Financial Frontier

Cryptocurrency is a digital or virtual currency that uses cryptography for security. It is decentralized, meaning it is not controlled by any government or financial institution. Bitcoin is the first and most well-known cryptocurrency. It was created in 2009 by an anonymous person or group of people known as Satoshi Nakamoto.

Cryptocurrency has gained popularity in recent years due to its potential to revolutionize the financial system. It offers a secure and transparent way to transfer funds without the need for intermediaries. However, it is important to note that cryptocurrency is still a relatively new and volatile market. Its",Start,answer in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Write four articles in Moroccan Arabic on the topic of cryptocurrency with a minimum of 300 words each.,,Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,Write four articles on the topic of cryptocurrency with a minimum of 300 words each. Answer in Moroccan Arabic.,,End,answer in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Answer in Moroccan Arabic. Generate an essay of at least 500 words that argues in favor of regulating artificial intelligence.,,Start,answer in {language_requested},Stand alone
0.0,0.0,0.0,0.0,0.0,0.0,Generate an essay in Moroccan Arabic of at least 500 words that argues in favor of regulating artificial intelligence.,,Middle,in {language_requested},Integrated
0.0,0.0,0.0,0.0,0.0,0.0,Generate an essay of at least 500 words that argues in favor of regulating artificial intelligence. Reply in Moroccan Arabic.,,End,reply in {language_requested},Stand alone
