estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,from_cache,chat_preamble,documents,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,error_traceback
Blobheart:command-r-plus,Are there any stewardesses who speak Japanese?,['Do flight attendants speak Japanese?'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d2d88d1f0>,15.925177647011354,36.89518898603647,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nكاين مضيفات يهدرو اللغة اليابانية؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,"Coffee with cream and sugar, please.","['Coffee with cream and sugar, please.']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d2d88d5e0>,100.00000000000004,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nقهوة بالكريمة و السكر، من فضلك.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,Is there any stewardess who speaks Japanese?,['Is there a hostess who speaks Japanese?'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc49e50>,52.61002868050688,70.22184479328418,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nكاين مضيفة تهدر اللغة اليابانية؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,I lost my claim tag.,['I lost my receipt card.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc49790>,26.269098944241588,40.3256044602941,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nضاعلي بطاقة الاستلام ديالي.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,Let's get together to discuss this further.,['We succeeded in deepening the question.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc49e80>,4.196114906296549,9.903567271495506,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nننجحوا في تعميق السؤال.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,I want to see the harbor.,['I want to see the port.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc499d0>,55.780028607687655,67.42333511310899,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nراني حاب نشوف الميناء.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,Where's the nearest chemist?,['Where is the nearest pharmacy?'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc498e0>,20.612390921238426,49.448850581948726,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nوين راهي الصيدلية القريبة من هنا؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,I think it's scenic.,"[""We think it's awesome.""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc495b0>,37.68499164492418,44.953368948907666,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nنظن بلي رائع.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,What is playing at the concert hall today?,"[""What's happening in the concert hall today?""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dc49940>,41.11336169005198,60.57875860414366,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nواش راهو يصرا في صالة الحفلة اليوم؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,Take me to the hospital.,['Take me to the hospital.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1f70>,100.00000000000004,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nاديني للمستشفى.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,"Oh, it's nothing. You're here, anyway.","[""Oh, it's nothing. Since you're here.""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1310>,54.844980922047604,62.77387648807212,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nأوه، ماشي حاجة. مادام راك هنا.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,"You were supposed to take flight eight two zero, which took off fifteen minutes ago. All right. I can arrange another flight for you.","['You should have given the flight 8:20, which left fifteen minutes ago. Yes, we can get you on another flight.']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1e80>,19.325229523320992,39.80402985339544,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nكان لازم عليك تدي الرحلة ثمان مئة وعشرون لي راحت عندها خمسة عشر دقيقة. ايه. نقدر نصيبلك رحلة واحدوخرا.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,The tooth is loose.,['The tooth is coming out.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1d60>,43.47208719449914,56.62893527405332,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nالسن راهي تنفك.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,"A non-smoking seat, please.","['A non-smoking area, please.']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1bb0>,59.694917920196445,71.2042767491852,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nمكان لغير المدخنين، من فضلك.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,How much are fresh mushrooms?,['How much is the fresh mushroom?'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1b80>,16.515821590069027,63.788972845828575,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nشحال يدير الفطر الطازج؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,"If possible, I'd rather not have the tooth out.","[""If possible, I'd prefer not to have the tooth extracted.""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1a00>,47.92365811426397,64.89886833054149,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nاذا ممكن، نفضل متنحيليش الضرسة.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,We'd like a room overlooking the lake.,['We want a room overlooking the lake.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1c40>,64.069143843707,74.85844245423003,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nرانا حابين غرفة تطل على البحيرة.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,"I understand, but I can't say it.","[""I understand, but I can't tell him.""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1640>,69.89307622784945,74.54877748404012,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nراني فاهم، بصح منقدرش نقوله.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,I'm looking for some cards that are typically Hawaiian.,"[""I'm looking for Hawaiian-themed greeting cards specifically.""]",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1280>,28.039501199940027,49.08062501630437,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nراني نحوس على بطاقات تع هاواي خصيصا.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,"Excuse me. Press the shutter, please.",['Excuse me. Please press the camera button.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1670>,18.04438612975343,49.63067985430565,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nالمعذرة. اضغط على زر التصوير، من فضلك.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,Bonsai sounds like an old person's hobby.,"['The art of bonsai, an activity for seniors.']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1340>,4.456882760699063,15.313703571375006,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nفن بونساي، يدير نشاط لكبار السن.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,Can I have a multiple ticket?,['Can we get multiple tickets?'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1160>,8.643019616048525,49.686217228667594,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nنقدر نتحصل على تذاكر متعددة؟\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
Blobheart:command-r-plus,"I'd like some apples, please.","['I want an apple, please.']",['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d463c1040>,17.112717058426785,37.234921693189996,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Algerian Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nراني حاب تفاح، من فضلك.\nTranslation:'}]}]",True,,(),0.0,0.0,0.0,0.0,0.0,en,False,None,None
