estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r-plus,فيه مضيفات يتكلمون ياباني؟,['في مضيفات يتكلمن ياباني؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5aa2370>,58.77283725105324,59.46837597154617,0.0011324081746703213,0.021613668650388718,0.052393149584531784,0.14813359506661072,0.007761185604819395,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل توجد مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,sau,False,None,None,None
Blobheart:command-r-plus,قهوة بالكريمة و السكر، لو سمحت.,['قهوة مع كريمة وسكر لو سمحت'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59644c0>,11.949988385687533,38.57406893283299,0.02995039476832373,0.06550328433513641,0.4572350084781647,0.11321756715187803,0.05176703527656613,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة مع القشدة والسكر ، من فضلك .\nTranslation:'}]}]",True,,sau,False,None,None,None
Blobheart:command-r-plus,فيه مضيفة تتكلم ياباني؟,['هو فيه مضيفات يتكلمن ياباني؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5964250>,26.20251007173262,48.77073482276696,0.05280192734183542,0.10325194150209427,0.5113891959190369,0.13654664950445294,0.06982848129552074,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل هناك مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,sau,False,None,None,None
Blobheart:command-r-plus,ضيعت علامة الاستلام.,['ضيّعت بطاقة المطالبة .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5964b20>,4.990049701936832,15.04658817843812,0.0,0.06700175255537033,0.0,0.24061155290110037,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nفقدت بطاقة المطالبة .\nTranslation:'}]}]",True,,sau,False,None,None,None
Blobheart:command-r-plus,خلنا نجتمع عشان نناقش هذا اكثر.,['خلونا نجتمع ونبحث الموضوع أكثر .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5aa7340>,7.561318691530973,25.467673976236032,0.32828834295571596,0.6309818029403687,0.5202817916870117,0.9476520744501613,0.49304611919084335,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nدعنا نجتمع لنبحث الأمر أكثر .\nTranslation:'}]}]",True,,sau,False,None,None,None
Blobheart:command-r-plus,ابغى اشوف الميناء.,['ابي اشوف المينا'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5aa70a0>,23.263472697663296,48.82711770756846,0.45752070249671917,0.5566253066062927,0.8219545483589172,0.9363918676972389,0.769671554700047,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد أن أرى الميناء .\nTranslation:'}]}]",True,,sau,False,None,None,None
Blobheart:command-r-plus,وين اقرب صيدلي؟,['وين أقرب صيدلية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5aa7100>,27.77619034011791,48.70603764530774,0.043953362587112466,0.07486656308174133,0.5870893597602844,0.30203867639647797,0.17732369314845198,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nأين أقرب صيدلية ؟\nTranslation:'}]}]",True,,sau,False,None,None,None
Blobheart:command-r-plus,اعتقد انه مسرحي.,['اظنّه بديع المنظر .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5aa7ee0>,0.0,11.8125,0.011307185372218975,0.21792356669902802,0.05188601464033127,0.8914383175433613,0.04625318159500712,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nأظن أنه بديع المنظر .\nTranslation:'}]}]",True,,sau,False,None,None,None
Blobheart:command-r-plus,وش ينعزف اليوم في قاعة الاحتفالات؟,['وش بيعرضون في قاعة الحفلات الموسيقية اليوم؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5aa7fa0>,10.123734869668828,36.36601114380616,0.735210249595319,0.8678463697433472,0.8471663594245911,0.9859654909814708,0.8352767955130521,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟\nTranslation:'}]}]",True,,sau,False,None,None,None
Blobheart:command-r-plus,خذني للمستشفى.,['ودّيني المستشفى .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5aa7190>,8.116697886877475,43.95583267915282,0.1638951716676269,0.3611099421977997,0.45386502146720886,0.7007360770367086,0.31803959464711345,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nخذني إلى المستشفى .\nTranslation:'}]}]",True,,sau,False,None,None,None
