estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r-plus,فيه أى مضيفة بتتكلم ياباني؟,['في مضيفات بيتكلموا ياباني؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5b05550>,24.808415001701817,32.80528300757444,0.46920477797302595,0.8134786486625671,0.576788067817688,0.8230339605361223,0.47471616784596926,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل توجد مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,قهوة بالكريمة والسكر، من فضلك.,['قهوة باللبن و سكر لو سمحت'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e597f7f0>,8.403703759902122,22.516103943253754,0.7012364112893081,0.8517709970474243,0.823268711566925,0.8568227104842663,0.7053953289016623,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة مع القشدة والسكر ، من فضلك .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,فيه اى مضيفة بتتكلم ياباني؟,['هو في مضيفات بيتكلموا ياباني؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e597f4c0>,22.416933501922287,33.20084712056121,0.6858898220527863,0.9874640703201294,0.6945972442626953,0.9884933846769854,0.6866047809685385,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل هناك مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,ضيعت ورقة الاستلام بتاعتي.,['ضيعت كارت المطالبة .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e597f850>,14.211011212459495,18.745906628112465,0.0009305832958208665,0.05632970109581947,0.016520295292139053,0.09941184148192406,0.0016423129768167039,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nفقدت بطاقة المطالبة .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,خلينا نكون سوا عشان نناقش ده اكتر .,['خلينا نتقابل عشان نناقش الموضوع أكتر .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e597f8b0>,37.06866381788036,42.57693473458517,0.6378447127091889,0.7805448174476624,0.8171788454055786,0.7842341009527445,0.6408595171442457,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nدعنا نجتمع لنبحث الأمر أكثر .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,عاوز أشوف المينا.,['عايز أشوف المينا'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61340>,43.01250851313264,65.09810090096879,0.8756553561506735,0.9182281494140625,0.9536359310150146,0.9190938307438046,0.8764809009715244,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد أن أرى الميناء .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,فين أقرب صيدلية؟,['فين أقرب صيدلية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61850>,100.00000000000004,100.0,0.7386903770404984,0.9362541437149048,0.7889848947525024,0.9388008008245379,0.740699651032113,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأين أقرب صيدلية ؟\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,متهيألي ان المنظر خلاب .,['أنا شايف إنه منظر بديع .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61760>,4.300847718252331,15.436894188592639,0.0942512424375086,0.09732150286436081,0.9684523940086365,0.5447419807314873,0.5275566753564154,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأظن أنه بديع المنظر .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,ايه اللي حيتعزف في قاعة الحفلات الموسيقية النهاردة؟,['ايه اللي هيتعرض في قاعة الحفلات الموسيقية انهاردة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61670>,55.95542850655381,71.53579046044987,0.6377465609664199,0.9914513230323792,0.6432454586029053,0.9922068093437701,0.6382325241052589,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,خدني للمستشفى.,['خدني ع المستشفى'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61580>,19.3576934939088,45.61480186480187,0.027980887962845813,0.0339825302362442,0.8233903646469116,0.03484483336796984,0.02869090005291356,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nخذني إلى المستشفى .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,أوة، لا ولا حاجه . المهم انك هنا، على اى حال .,['أوه، الموضوع بسيط، إنت هنا، على كل حال.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61f40>,10.372689474549311,26.467071732001664,0.0005768774813701659,0.015561697073280811,0.037070345133543015,0.02355917077511549,0.0008733465916936113,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nآوه , الأمر بسيط ، هل أنت هنا ، على أية حال .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,انت كان المفروض تاخد الرحلة تمانية اتنين صفر، اللي اقلعت من خمستاشر دقيقة . على الى حال انا اقدر ارتب رحلة جديدة عشانك .,['كان مفروض تسافر على الطيران رقم 820 اللي طلع من ربع ساعة فاتت. طيب ممكن أظبطلك رحلة تانية'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a613a0>,2.9398208975927385,18.776650306715588,0.07169054259342555,0.09914126247167587,0.723115086555481,0.10387738374993205,0.07511530334148903,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nكان يفترض أن تسافر على الطائرة رقم ثمانية اثنان صفر التي أقلعت منذ خمس عشرة دقيقة . حسنا . بإمكاني تنظيم رحلة أخرى .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,السنة ملخلخة.,['السنة متقلقلة .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61fd0>,14.535768424205482,39.049530403195185,0.0018691460798703208,0.004398347809910774,0.424965500831604,0.005320746335200965,0.0022611336311366,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nإن "" السنة "" متقلقلة .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,كرسي لغير المدخنين، لو سمحت .,['كرسى ممنوع فيه التدخين ، لو سمحت .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61130>,14.991106946711685,43.4435769335406,0.0847095010630925,0.981592059135437,0.08629807084798813,0.9824343085638247,0.08478218556393517,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nمقعد ممنوع به التدخين ، من فضلك .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,بكام المشروم الطازه؟,['كام سعر عش الغراب الطازة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61d90>,4.990049701936832,19.851391882494294,0.4605597612462109,0.9925315976142883,0.4640252888202667,0.9932114648399875,0.46087523683197534,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nكم يكلف عش الغراب الطازج ؟\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,لو ينفع، انا بأفضل ان السن ما يتخلعش .,['لو كان فيه إمكانية، مكنتش خلعتهم .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61e20>,3.479789360876994,13.594877612945613,0.7715487421407978,0.9230377078056335,0.8358799815177917,0.9256957212928683,0.7737705224053816,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nإذا كان بالإمكان ، لم أكن لأخلع السنّة .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,عايز أوضة بتبص على البحيرة.,['إحنا عايزين أوضة بتبص على البحيرة .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61d60>,62.628449627654696,82.03554261430776,0.9028266338958346,0.9931299090385437,0.9090720415115356,0.9937524677952752,0.9033925846557773,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nنرغب في حجرة تطل على البحيرة .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,انا فاهم، بس ما اقدرش اتكلم .,['فاهم ، بس مش عارف أقولها .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a61040>,8.171014300726602,27.81294344184743,0.8406313850251195,0.9785566329956055,0.8590523600578308,0.9792146384133957,0.841196646132203,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأفهم ، لكن لا أستطيع أن أقولها .\nTranslation:'}]}]",True,,egy,False,None,None,None
Blobheart:command-r-plus,عايز كروت تذكارية لهاواي .,['انا عايز كروت عليها مناظر طبيعية لجزر هاواي .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a610d0>,25.459845316736796,42.47524410978825,0.7505536363600029,0.9905260801315308,0.7577323317527771,0.9911678464268334,0.7510399234313829,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nابحث عن كروت لمناظر تعكس طبيعة جزر هاواي .\nTranslation:'}]}]",True,,egy,False,None,None,None
