,songID,Singer,SongTitle,SongWriter,Composer,LyricsOrder,Lyrics,SingerNationality,SongDialect
0,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,1,اقيس محاسنك بمن,Sudan,Sudan
1,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,2,ياالدرة الماليك تمن,Sudan,Sudan
2,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,3,والله نور عيني نور الزمن,Sudan,Sudan
3,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,4,ما شوفنا في طول الزمن,Sudan,Sudan
4,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,5,سواك بدري في داخل كمن,Sudan,Sudan
5,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,6,الانوار يتزاحمن,Sudan,Sudan
6,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,7,في خدودك اخدن امن,Sudan,Sudan
7,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,8,ومن فاهك يتقسمن,Sudan,Sudan
8,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,9,بروق في بروق يتقسمن,Sudan,Sudan
9,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,10,دي الدنيا أم جنة عدن,Sudan,Sudan
10,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,11,شوفنا ملاك لابس بدن,Sudan,Sudan
11,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,12,انسان لكن مفرداً,Sudan,Sudan
12,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,13,حاز النور حاز اللدن,Sudan,Sudan
13,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,14,غصنه مهفهف أملداً,Sudan,Sudan
14,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,15,وهيبة اسد في عيون شدن,Sudan,Sudan
15,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,16,يالجبرة المازجة العجن,Sudan,Sudan
16,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,17,جبينك زي فلق الدجن,Sudan,Sudan
17,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,18,وجسمك بالطيب أنعجن,Sudan,Sudan
18,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,19,اذا النسمات بيك عرجن,Sudan,Sudan
19,2489,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,20,طبقات الجو يتأرجحن,Sudan,Sudan
